x,y,z,t
0.5656512792155343,0.35220023872368456,2.016691356418535,33.22
0.5575568088030634,0.29293138584450357,2.0116828484014064,33.23
0.5492438664034909,0.23281399259054017,2.006733210483693,33.24
0.5407155268230904,0.17187569890018384,2.001861610360044,33.25
0.5319750115753958,0.11014352887350129,1.9970871103568657,33.26
0.523026163049527,0.047645413067067946,1.9924267323762672,33.27
0.5138733838882767,-0.015590387788819146,1.9878968760350202,33.28
0.5045219093698244,-0.07953479398170715,1.9835132459394365,33.29
0.4949776791420232,-0.1441584710668153,1.9792915809184464,33.3
0.48524691849471463,-0.20943305655777972,1.97524856409983,33.31
0.47533646417869824,-0.2753297256452513,1.971398788125159,33.32
0.46525367945050583,-0.3418198274914913,1.9677557328609654,33.33
0.45500700188171905,-0.4088736786872803,1.964330325076021,33.34
0.4446054731286092,-0.4764618211557032,1.9611338336192137,33.35
0.4340587149955558,-0.5445548556322004,1.9581774601647568,33.36
0.42337666963614085,-0.6131242914224274,1.9554730834077851,33.37
0.4125701287159449,-0.6821414249852744,1.9530296318305294,33.38
0.4016506398310936,-0.751578227967551,1.950854995663092,33.39
0.39063052758601247,-0.8214066561806797,1.948955542935205,33.4
0.37952261670161885,-0.8915987884139839,1.9473377216107237,33.41
0.3683406353480791,-0.962126789700719,1.9460076431717523,33.42
0.3570996343875901,-1.0329630178392786,1.9449695553690727,33.43
0.3458157956812193,-1.1040811327839137,1.9442280516148482,33.44
0.3345062176195758,-1.1754557300702326,1.9437875678754337,33.45
0.3231891605544122,-1.2470618089222556,1.9436519267031516,33.46
0.3118844590519895,-1.3188742769176245,1.943823267931957,33.47
0.30061296495037987,-1.3908680481199114,1.944302378123636,33.48
0.2893967188655146,-1.4630189526158734,1.9450916962615123,33.49
0.278259443482559,-1.5353039870034006,1.9461943525931873,33.5
0.26722659861894216,-1.607700709412589,1.94761016296335,33.51
0.2563254393301384,-1.6801877784977455,1.9493411412782373,33.52
0.24558476104808313,-1.7527440252937942,1.9513858149132988,33.53
0.2350344377259279,-1.8253485709116775,1.9537409339581286,33.54
0.22470575196175518,-1.8979812854436715,1.9564014544155695,33.55
0.2146317545513796,-1.9706232641906611,1.9593612840495245,33.56
0.2048470415235965,-2.043256868363809,1.9626124770818218,33.57
0.1953894243385206,-2.115866189836433,1.966152216983899,33.58
0.1862960190843155,-2.1884358481814825,1.9699713309062419,33.59
0.17760343494460282,-2.2609509344536445,1.9740571506916358,33.6
0.16934828960925852,-2.333397375644972,1.9783947845786487,33.61
0.1615703862727727,-2.4057624482720312,1.9829741389471558,33.62
0.15430836341601478,-2.4780343987449593,1.9877797528370507,33.63
0.14760016303905607,-2.550202375043893,1.992794463187329,33.64
0.14148208181785363,-2.622256311519951,1.9979991173466676,33.65
0.13598956526047679,-2.694186853625076,2.0033743897567224,33.66
0.13115679142163292,-2.7659852043756112,2.008899666121665,33.67
0.12701877770631093,-2.8376435599739116,2.0145556906376085,33.68
0.12360836802048271,-2.90915524570943,2.020320015506873,33.69
