,t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,u_1,u_2,u_3,u_4
0,0.0,0.75,2.0,-2.0199999809265137,0.7071069478988647,-7.536130128976808e-26,3.320919254954047e-25,-0.7071065902709961,0.0,0.0,0.0,3.6277824802921415,1.5950858299728292,-1.0196327137384953e-09,3.999996870552008,3.999997389578842,3.999997009817596,3.999996315307542
1,0.00873749,0.7499935508454308,1.9999971643919905,-2.0197635966879908,0.7070009741922766,0.016133512372867802,-0.006279023513185763,-0.7070006166224719,-0.002213743007466172,-0.0009733535318093489,0.05407335074636289,3.627782236424213,1.5950856420558712,-4.9971809248259215e-34,3.9999964447490255,3.999998118302688,3.9999968939523063,3.999995220398645
2,0.017475,0.7499484465714027,1.999977332639292,-2.019055900399532,0.7066830848950268,0.03226218644106283,-0.012556164594342214,-0.7066827275027632,-0.008845529101924356,-0.003889262107492903,0.10785494758087358,3.6277815637821873,1.5950851499595975,4.6386244627005275e-38,3.999995793557048,3.999998526266098,3.9999966508883613,3.999993918179311
3,0.0262125,0.7498261599043747,1.9999235648108145,-2.017880169198135,0.7061533754437428,0.048381185628280185,-0.01882954129705396,-0.7061530183830935,-0.019877240552649042,-0.00873975936951544,0.1611782798037001,3.627780465439784,1.5950843961995549,-9.149956171168307e-34,3.999994848585213,3.9999987792550487,3.9999962965653664,3.99999236589553
4,0.0349499,0.7495883448400774,1.9998190006796148,-2.0162411318214977,0.7054120048744875,0.06448567628122316,-0.025097272633045717,-0.7054116483372804,-0.03528550691317664,-0.015514569320919838,0.21387762161540969,3.6277788856077287,1.595083398346032,-1.2134551943666884e-28,3.9999935176892985,3.9999989465348036,3.9999958433854186,3.9999904145399134
5,0.0436874,0.7491968824224635,1.999646879851855,-2.0141449608916884,0.7044591958008949,0.08057082886026401,-0.031357479021556216,-0.7044588400094024,-0.055041732732438335,-0.024201118562461783,0.2657882284023805,3.6277767036223394,1.5950821511146245,5.471676869346602e-29,3.999991630549408,3.9999990630013085,3.999995285026489,3.999987852574588
6,0.0524249,0.7486139262545796,1.9993905617773933,-2.0115992634870503,0.7032952344017765,0.09663181910811244,-0.037608282690527926,-0.7032948795817846,-0.07911213120027118,-0.034784551147744765,0.31674653223710625,3.6277737163386816,1.5950806326544198,6.698920870037868e-29,3.999988896201518,3.9999991472676317,3.999994604233095,3.999984353166981
7,0.061162400000000006,0.7478019476902709,1.9990335456194104,-2.0086130700139977,0.7019204704306188,0.11266382914313318,-0.043847807975383415,-0.7019201167497102,-0.10745776354393684,-0.047247745992197915,0.36659033550079984,3.6277695961852414,1.5950788066980588,2.4437521771912982e-29,3.9999848094374895,3.9999992099504302,3.9999937739316542,3.9999793734187126
8,0.06989989999999999,0.7467237806583196,1.99855948996146,-2.005196821399986,0.7003353172775711,0.1286620483695145,-0.05007418142818637,-0.7003349647175385,-0.14003458374046726,-0.061571336671256714,0.4151590015119687,3.62776380826794,1.5950766218295571,-5.543763291062125e-29,3.999978452292466,3.9999992574850216,3.9999927551369447,3.9999719499443898
9,0.0786374,0.7453426660765508,1.9979522323326329,-2.0013623546419583,0.6985402521483935,0.1446216740153769,-0.05628553156244722,-0.6985399002478977,-0.1767934876128826,-0.07773373324498295,0.4622936403147227,3.627755446153724,1.5950740083773076,1.5429819313618711e-28,3.9999680471963845,3.999999293980785,3.9999914921204263,3.9999602453360272
10,0.08737489999999999,0.7436222958268288,1.9971958085368384,-1.9971228867700015,0.6965358165031872,0.16053791090464342,-0.06247998785087928,-0.6965354638326421,-0.21768036415443892,-0.09571114525381123,0.5078372856584871,3.6277428873091315,1.5950708726193836,-1.0732475728915626e-28,3.999949850926612,3.9999993221802614,3.99998990396115,3.9999404327074997
11,0.09611239999999999,0.7415268562954753,1.9962744717857543,-1.9924929973476282,0.6943226171003621,0.17640596952953888,-0.0686556780540762,-0.6943222601469712,-0.2626361434807024,-0.11547760362334185,0.5516350530644214,3.627723003605949,1.5950670872074624,-5.487869995759162e-29,3.999915042204338,3.9999993439834833,3.999987870439476,3.99990356866033
12,0.10485,0.7390210715807448,1.99517271167494,-1.9874886098068845,0.6919013285887062,0.1922210599036924,-0.07481072136911335,-0.6919009592145111,-0.3115968245830372,-0.13700497456144858,0.5935342487441801,3.6276891206652384,1.5950624757103469,-4.966936067861684e-28,3.9998392635418254,3.999999360749038,3.999985208599451,3.99982511139224
13,0.113587,0.7360702468067967,1.993875273183916,-1.9821269725311297,0.6892727006921496,0.20797837311033265,-0.08094320930416499,-0.6892722996270362,-0.3644934216478645,-0.1602629398581998,0.6333843194089834,3.6276247736937415,1.5950567876163324,1.215829054748493e-27,3.9996368736921912,3.9999993734747483,3.9999816337529994,3.999619133970442
14,0.122325,0.7326403135188682,1.9923671765335784,-1.97642664339072,0.6864375826336688,0.22367301709373916,-0.0870511407182182,-0.6864370992583259,-0.4212515351102164,-0.1852188189704309,0.6710361162046211,3.6274790761916926,1.595049657589584,4.492304457544275e-27,3.998847941959244,3.999999382910791,3.999976695533044,3.998825254581496
15,0.13106199999999998,0.7286978900442431,1.990633743435663,-1.9704075012139144,0.6833970457295799,0.2392996932006315,-0.09313209674639962,-0.6833963074554269,-0.4817883156531466,-0.21183627432841365,0.7063364920433008,3.627016283995752,1.595040538979243,-6.0971007003339176e-27,3.990882211453384,3.999999389633935,3.9999696802909868,3.990852502110436
