t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
0,-5.0,4.5,1.2,1.0,-2.1684706157840457e-29,1.5378584667545412e-30,4.612240445563995e-30,0.0,0.0,0.0,-6.944372375063229e-34,-4.625704466596789e-31,1.2356323864933271e-31,0.06291220031644233,-0.25800658377540375,3.5397646306621544,174.52737560128276,42.51414039569594,8.291820333798055,3.1269328339164963,2.4040321117327017,2.685958471894923,3.126937302729584,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0
0.0257839,-4.999989576977186,4.499957100422296,1.201177953901549,0.9995533862849881,0.029007112056554325,0.0070462553487177105,0.0013780600657151507,0.0016221228757016622,-0.0066524200317047005,0.09126899318598544,4.499999157159131,1.0961810162380654,0.2137955973087579,0.41657263094581654,-1.7112696386220134,4.845885174936742,2.92297693216594,-2.422242702909539,-0.6033541047948485,3.141898207415545,3.14189981165261,3.1213876043672393,3.1419000396931995,0.9998280362669597,0.0001719637330402918,0.06438749442028356,0.999951479701673,4.8520298327064505e-05,0.058580957326930874,0.9999638917005511,3.610829944886217e-05,0.045322765975387064,0.9999658081814619,3.41918185381847e-05,0.04499698096736397,0.9999677246659214,3.2275334078573736e-05,0.04499592899340484,0.9999696419342048,3.0358065795214335e-05,0.04499677992937618,0.9999715609789752,2.8439021024734576e-05,0.04490257424985868,0.9999734825622921,2.651743770790532e-05,0.0449857560397198,0.9999754080350621,2.459196493793549e-05,0.04500013360403753,0.9999773420460977,2.2657953902272242e-05,0.04500234732890547,0.999979294685102,2.0705314897958304e-05,0.04499400900878598,0.9999812582937911,1.874170620883789e-05,0.04499324054731754,0.9999832364934771,1.676350652291629e-05,0.044993989845169016,0.9999852345310439,1.4765468956174308e-05,0.044901130653311555,0.9999872589957101,1.2741004289893589e-05,0.044983975210535855,0.9999893210675473,1.0678932452616973e-05,0.044996472321300565,0.9999914413101811,8.558689818793397e-06,0.044997434494757765,0.9999936556693134,6.344330686623254e-06,0.04499194522843183,0.9999960351738576,3.9648261424113225e-06,0.044991266690398504,0.9999988403111094,1.1596888906076087e-06,0.04499196600266458
0.0515678,-4.999832066799112,4.499311528002193,1.2051537591569277,0.9959496688297319,0.08739192712551622,0.020755756404388485,0.004004844590303977,0.012362996516260537,-0.050775652303665084,0.2162148885091544,4.5753649482611065,1.033726114341015,0.1982387658736248,0.8205884820028991,-3.4356058164385717,4.594678620572368,2.9229676167413707,-2.4416380864891085,-0.5994140621835357,3.1568618458848188,3.1568629067243323,3.136483699237807,3.1568627165125336,0.9996559892204887,0.00017204704647106258,0.06438681348820952,0.9999029593905027,4.852031117036059e-05,0.058567892490425065,0.9999278706852324,3.602101531869308e-05,0.04526360579267332,0.999931611685867,3.419649559485626e-05,0.04499697880977323,0.9999353526552667,3.2372010654879615e-05,0.044995951568775866,0.9999390958156986,3.0546118506166464e-05,0.044996828263281295,0.9999428438746842,2.8717104291065085e-05,0.04490262699815034,0.9999465989228343,2.6883639457744392e-05,0.04498579925928256,0.9999503644035509,2.5043631511165166e-05,0.04500032514184167,0.9999541532118251,2.3188834272525038e-05,0.04500273452504421,0.999957994031183,2.1300653919108325e-05,0.044994111545567275,0.9999618634427695,1.9394851021602365e-05,0.0449933458237372,0.9999657704767838,1.7466016693203364e-05,0.04499410384169762,0.9999697280857548,1.5506445289030048e-05,0.044901230612202504,0.9999737521051095,1.350689060055799e-05,0.0449840575772343,0.9999778692705533,1.1451796994054907e-05,0.044996603628397906,0.9999821296370304,9.311673150746828e-06,0.044997567921653873,0.9999866191037823,7.036565531182813e-06,0.044992025129712544,0.9999915009147193,4.534259138217314e-06,0.044991329275831445,0.9999973768998431,1.4634112663224894e-06,0.04499199700583481
0.0773517,-4.999262095646312,4.49695493471928,1.2122797442751383,0.9886309498736455,0.1464219724795319,0.033605786413059544,0.006327131309295779,0.03352098084201806,-0.13935902339396497,0.33468369518638474,4.650730499174959,0.9707711235068558,0.18278352416542704,1.2008413836002696,-5.151531748459905,4.120937926572989,2.9229443518818057,-2.4636573656155485,-0.5957553662003398,3.1718250229139056,3.1718258356109943,3.1515704811169907,3.1718253508707135,0.9994837425316078,0.0001722466888809438,0.06441089376243905,0.9998544383112677,4.8521079234886066e-05,0.058561734470042495,0.9998919055358589,3.596514937344151e-05,0.04523313647921403,0.9998974053519543,3.420633391270457e-05,0.04499697259609786,0.9999029050356093,3.244761965739564e-05,0.04499596536108416,0.9999084089003204,3.068691537814115e-05,0.04499686206757055,0.9999139220273812,2.8921847303070072e-05,0.04490273319779264,0.999919448503057,2.7150419777309348e-05,0.044985816358277836,0.9999249941732704,2.5370230280446187e-05,0.04500046812778143,0.9999305834470454,2.3569764779584328e-05,0.045003029238641544,0.9999362701810861,2.1723850096908684e-05,0.044994180536135256,0.9999420079409832,1.9855501786282493e-05,0.04499341795951186,0.9999478124296264,1.795804715749819e-05,0.04499418311949259,0.9999537060266831,1.6022059071706074e-05,0.04490136848756792,0.9999597157288604,1.4036376249107365e-05,0.044984100552117934,0.9999658863783059,1.1982892247480208e-05,0.04499669699429773,0.999972303866435,9.825770595293908e-06,0.04499766264517133,0.9999791128554325,7.5062483498018405e-06,0.044992075501785966,0.9999865812541326,4.919660586711769e-06,0.0449913690340972,0.9999957042562074,1.6726436357413136e-06,0.04499201659002124
0.103136,-4.998018574335784,4.491742257581732,1.222315147935206,0.9774853534950518,0.20585957142166852,0.04555913671626922,0.008277359097177852,0.06448337396496433,-0.2721856842331697,0.4409376116988797,4.726095450229632,0.9072483894337413,0.16742261796639488,1.5575479605654274,-6.837119378346408,3.444308778693264,-0.10385945062069148,0.5501834199200726,-0.0006880016126487253,3.186788000826745,3.1867887237038786,3.186765329559182,3.1867879987368783,0.999311135300133,0.0001726072314747739,0.06446204983736126,0.9998059151188036,4.85231924641366e-05,0.0585583856169815,0.9998559773567497,3.592817910928494e-05,0.04521242751547527,0.9998631804786979,3.4224873256471315e-05,0.04499696079179256,0.999870383271741,3.2521763868287175e-05,0.044995972492424936,0.9998775928186941,3.0816081626258464e-05,0.044996888989801774,0.9998848173095116,2.9104717869610244e-05,0.04490294053110177,0.9998920637905812,2.7384712475854163e-05,0.04498581206916492,0.9998993404452575,2.5653728012918328e-05,0.04500059521918078,0.9999066867052062,2.3896741839274075e-05,0.045003291516147854,0.9999141862981774,2.208388290863201e-05,0.0449942326507643,0.9999217633184492,2.024462253406052e-05,0.04499347381212597,0.9999294412305514,1.837119907496001e-05,0.0449942471235794,0.9999372533835041,1.6452643178927307e-05,0.04490160096305505,0.9999452398765573,1.4475852303122262e-05,0.04498411665685434,0.999953465298205,1.2421080100815075e-05,0.04499677592800042,0.999962057008973,1.0246857462052193e-05,0.04499774178745674,0.9999712245402703,7.88831516213464e-06,0.04499211012407601,0.9999813496216983,5.231632434404848e-06,0.04499139596799432,0.9999938619760513,1.8422801560589253e-06,0.04499202923254331
0.12892,-4.995857016922366,4.482540610498091,1.2348773374420396,0.9625167502518888,0.2649655751710954,0.05704567743326197,0.010023392927164611,0.1046430594334017,-0.448473394593544,0.5297453792351582,4.723417546899877,0.9214342724070773,0.16740487859074463,1.8999354136104587,-8.426453445831784,2.532299581155929,-0.10961974372352301,0.5529622856596935,1.1532489842881066e-05,3.201749135343835,3.201751630543958,3.201750562529655,3.201747675224877,0.999137963739398,0.0001731715607350337,0.064545645427808,0.9997573879850058,4.852713379780604e-05,0.05855697737688645,0.999820068610726,3.590874602362467e-05,0.04519670532991884,0.9998289253620466,3.4255116651344925e-05,0.04499694178312946,0.9998377814968736,3.260177486741594e-05,0.044995972082576996,0.9998466475373895,3.094528130469282e-05,0.044996910514428494,0.9998555356396083,2.928166990329973e-05,0.044903293045692,0.9998644571825491,2.760660803199707e-05,0.044985784715109806,0.999873422239434,2.591820582356876e-05,0.04500071618361112,0.9998824892877778,2.419741742846846e-05,0.04500353772224387,0.999891774218979,2.241207919848558e-05,0.04499427129868253,0.9999011663986263,2.0596919822874034e-05,0.0449935166339382,0.9999106980272853,1.8743203266174793e-05,0.044994300577057326,0.9999204149436697,1.6838439834450694e-05,0.04490197451991471,0.9999303725966047,1.4867279952585995e-05,0.04498410640412697,0.9999406562448712,1.2809053333763338e-05,0.04499684719686001,0.9999514402064177,1.0616802555320916e-05,0.04499781172934932,0.999963002729046,8.22181122440414e-06,0.044992131761695246,0.9999758469680504,5.502653647838428e-06,0.044991411579001384,0.9999918726078831,1.9893681681460735e-06,0.044992035568792846
0.154703,-4.9925455256012725,4.468258999967089,1.24943735858629,0.9438389128668426,0.32301480554626444,0.06848847146908167,0.011781285935106686,0.1536308341618553,-0.6657403607267641,0.5950379784140365,4.7205911206577795,0.935691805420661,0.1674051759434917,2.1581841207717023,-9.734223956376098,1.3032363131460118,-26.317364665574505,-25.50890417859861,5.1411992318431645,3.2167039291136685,3.2167145021902255,3.2167137850636727,3.041902438104448,0.9989639832690234,0.0001739804703745596,0.06466727064721906,0.9997088546634599,4.853332154580921e-05,0.05855726703369189,0.999784160572054,3.5908038672070574e-05,0.04518405265604507,0.9997946253806551,3.4299981391439026e-05,0.04499691404809223,0.9998050892460234,3.2692250850207764e-05,0.04499596261900987,0.9998155667244576,3.108081293189032e-05,0.044996926782476646,0.9998260749250877,2.9460714520613482e-05,0.04490383194941386,0.9998366313790009,2.7825803548204655e-05,0.044985731376869946,0.9998472472421045,2.6174997329559064e-05,0.0450008357806556,0.9998580047594272,2.4484528350471323e-05,0.045003774557490876,0.9998690515047065,2.2722714272466826e-05,0.044994297031037675,0.99988023835893,2.092803969625567e-05,0.0449935466802922,0.9998916071001217,1.909092716364033e-05,0.04499434494534642,0.9999032176150507,1.719732861891697e-05,0.0449025313322085,0.9999151433747839,1.5229221820730901e-05,0.04498406778370201,0.9999274906043827,1.3165640488520919e-05,0.04499691378466777,0.9999404861864946,1.0954019923081001e-05,0.04499787503997307,0.9999544787667322,8.523962313916596e-06,0.04499214072379256,0.9999700998392784,5.7471287720362456e-06,0.04499141542101037,0.9999897509911634,2.121616719873541e-06,0.044992035312899886
0.180487,-4.987877204873438,4.447927462712854,1.2652757399031627,0.9234957103433955,0.37588540456016434,0.07544431289472883,0.013189163188974944,0.2092772718110071,-0.9167267715885379,0.6286405137786554,4.042026406063719,0.277972367949769,0.2999654240442565,2.1264235803684923,-10.047840979716732,-0.2619381940897743,-151.65566891199006,0.43273325078137287,0.0010366363616135888,2.7263757926403254,3.2316773595325783,3.231676725064082,2.726339912535534,0.9987889137721109,0.00017506949691259722,0.06483174712835178,0.9996603125652922,4.854209816774646e-05,0.058559195156264704,0.9997482326806582,3.5927891395782386e-05,0.04517350657725447,0.9997602632888748,3.436209178036869e-05,0.0449968762774475,0.9997722926801549,3.279656586842201e-05,0.044995942474357474,0.9997843399140518,3.122681040587999e-05,0.04499693750938573,0.9997964281819471,2.964674314057869e-05,0.04490459222159447,0.9998085833093949,2.80480696060131e-05,0.04498564913638286,0.9998208164897571,2.643075234736314e-05,0.04500095697476694,0.9998332392212763,2.476553815097505e-05,0.045004005383486076,0.9998460275580549,2.30239466516439e-05,0.044994309557889224,0.9998589915934125,2.1246765517534246e-05,0.044993563256599055,0.9998721833969809,1.942370314073597e-05,0.04499438060654899,0.9998856785446175,1.7539070433248822e-05,0.04490330683904424,0.9998995716111049,1.5571763678946256e-05,0.044983998329093604,0.9999139895751504,1.350102923222597e-05,0.04499697730839044,0.9999292177259766,1.1268460517944946e-05,0.04499793293346938,0.999945674683617,8.804083115163175e-06,0.04499213659467138,0.9999641269707225,5.972868555932907e-06,0.04499140646135028,0.9999875077552601,2.2432359031925398e-06,0.04499202792073645
0.206271,-4.981778629871253,4.420979365930361,1.2814281078257863,0.9127103253939102,0.4008327045259993,0.07767180498139865,0.016125145784666107,0.2641047983606654,-1.1757994573733228,0.6218867214376497,0.13174940836535035,0.28912992565143075,0.29999215258891876,2.398292337623872,-11.032798682816178,0.28758614976753805,-17.54417052811846,-0.02023154902692017,4.682202589477637e-05,3.188362782647394,3.246640208740385,3.2466396654022143,3.188360647360343,0.9986124583847721,0.00017645538733878372,0.06504088774675555,0.9996117592736744,4.855329161784535e-05,0.0585625564958949,0.9997122634658737,3.596921478442486e-05,0.045164504052995755,0.9997258203936298,3.444289524498365e-05,0.044996827800592644,0.9997393759262475,3.2916753907382027e-05,0.04499591050937534,0.9997529540938953,3.138582015647597e-05,0.04499694259802344,0.9997665853597729,2.9842822174263397e-05,0.04490559359915854,0.9997803063264034,2.8276982991579666e-05,0.0449855367410424,0.9997941268908083,2.6689598948838583e-05,0.0450010818801061,0.9998081942665139,2.5044954762348053e-05,0.04500423213178879,0.9998227067968327,2.332076122217078e-05,0.04499430878409169,0.9998374330772556,2.155851615685999e-05,0.04499356579395504,0.9998524361331984,1.9747263782575134e-05,0.044994407839983035,0.9998678088939461,1.786965067140086e-05,0.044904321047351446,0.9998836705784306,1.5901032674298162e-05,0.044983897029136945,0.9999001681711681,1.3821403982386953e-05,0.044997038806065696,0.9999176515913217,1.156613465496139e-05,0.04499798613076205,0.9999366068489554,9.067834661574724e-06,0.04499211920292767,0.9999579423247312,6.184645991334033e-06,0.04499138394804329,0.9999851509506399,2.3568046202375685e-06,0.044992013116071726
0.232055,-4.9741779943186595,4.386993300156952,1.2975576818067203,0.9128328575835472,0.39995616144671015,0.07949730109639616,0.021244925764595943,0.32594216605583004,-1.460268209640599,0.6293018185082725,-0.32060800729849276,0.2886082770948332,0.299993359844092,2.545862303572744,-11.105162997327012,0.48177611381764174,-0.22305729276345113,-0.06814292779264218,1.5308902794804415e-05,3.261061198368668,3.261603054088611,3.261602605496342,3.2610602292737036,0.998434297166075,0.00017816121869709147,0.06529725517743672,0.9995631925530284,4.856672064598392e-05,0.05856718842138679,0.9996762306098281,3.603285604564053e-05,0.04515668822424375,0.9996912767450543,3.454364857534299e-05,0.04499676782100065,0.9997063214744393,3.3054451808161324e-05,0.044995865776238694,0.9997213943273039,3.155976659142305e-05,0.04499694191432874,0.9997365341625502,3.0051197222807788e-05,0.04490684758903571,0.999751791193367,2.851513303650536e-05,0.04498539214379337,0.9997671724056052,2.695448520299472e-05,0.04500121220659026,0.999782868274566,2.5325991947962405e-05,0.045004456004596294,0.9997990901228532,2.3616673979568385e-05,0.04499429429088104,0.9998155660357845,2.186704147112589e-05,0.04499355368467089,0.9998323706400658,2.0065493132637195e-05,0.044994426728900534,0.9998496158213964,1.819307254967449e-05,0.0449055856168419,0.9998674494718005,1.6221106630134697e-05,0.04498376198919675,0.9998860373216696,1.413084949845656e-05,0.04499709898380306,0.9999058005820742,1.1851009247475343e-05,0.04499803504778482,0.9999272878760219,9.318972933507258e-06,0.04499208808683311,0.9999515566951349,6.385629596292495e-06,0.04499134715946763,0.9999826869193971,2.4640312428121963e-06,0.04499199062222419
