,Error,Cost,Q_pos_x_0,Q_pos_x_1,Q_pos_y_0,Q_pos_y_1,Q_pos_z_0,Q_pos_z_1,Q_att_x_0,Q_att_x_1,Q_att_y_0,Q_att_y_1,Q_att_z_0,Q_att_z_1,Q_vel_0,Q_vel_1,Q_omega_0,Q_omega_1,Q_horizon_0,Q_horizon_1
0,19825.594577578,393054200.354489,908.859,974.26,1011.66,1054.516,1486.327,1375.406,37.306,43.821,275.858,48.737,492.925,494.287,14.26,139.222,138.408,12.998,4.33,1.848
0,30873.1699680017,953152623.873119,914.275,975.138,1008.552,1052.256,1490.292,1374.61,40.16,37.557,274.055,58.97,497.015,497.138,15.499,139.951,137.032,14.603,5.777,1.974
0,17664.5520015534,312036397.415584,917.754,978.325,1010.378,1043.335,1492.44,1378.132,39.399,35.813,277.613,50.961,492.471,494.729,16.499,136.098,135.282,10.658,5.794,1.306
0,27341.9814357956,747583948.835389,917.41,972.918,1008.184,1044.93,1499.639,1384.604,32.967,30.273,281.563,57.511,493.629,496.181,24.643,136.612,136.835,3.549,6.482,1.795
0,29229.0618680912,854338057.688702,919.355,967.701,1011.966,1044.085,1496.341,1387.26,35.383,32.897,282.016,52.973,497.458,481.999,31.605,140.54,136.614,1.3,6.765,1.298
0,29917.6505907165,895065816.868199,920.967,958.718,1013.471,1043.115,1495.295,1388.451,32.849,42.715,290.67,59.478,493.803,488.251,35.019,143.741,135.964,12.68,6.873,1.431
0,34355.3656138426,1180291146.4608,913.005,964.965,1020.609,1041.178,1490.6,1387.231,21.522,37.975,290.265,55.942,492.373,487.215,40.647,137.928,143.226,23.249,6.911,2.04
0,21993.1632653722,483699230.417317,906.659,959.935,1014.333,1041.91,1493.084,1388.275,18.656,44.09,286.848,51.86,492.264,489.541,45.653,126.733,132.487,33.087,6.333,1.962
0,34003.8616541504,1156262607.3946,900.741,960.61,1018.757,1042.549,1494.689,1382.93,27.459,44.925,281.295,53.173,493.549,477.187,41.658,130.409,138.629,21.122,6.753,1.863
0,31918.6279774904,1018798811.96544,900.777,960.537,1020.711,1035.52,1496.155,1379.689,22.465,51.987,281.14,57.088,490.361,484.736,47.556,126.659,144.173,14.358,6.38,2.427
0,36373.2279467041,1323011711.2629,893.97,961.101,1019.067,1029.488,1494.165,1383.739,16.054,47.833,276.779,67.399,489.771,482.815,47.923,126.261,145.27,19.606,5.513,2.936
0,30656.605049915,939827433.186475,891.179,957.79,1017.868,1020.319,1496.937,1380.025,18.767,48.276,284.676,67.987,490.566,482.016,47.34,134.722,150.578,14.128,5.344,2.963
0,28347.0278921381,803553990.317658,890.193,954.252,1027.964,1019.343,1496.586,1377.85,21.702,50.496,287.667,72.618,495.62,484.264,41.522,126.717,147.509,7.692,4.927,2.066
0,33864.9544128327,1146835137.38324,894.583,948.892,1030.764,1023.477,1497.991,1379.662,22.758,40.156,286.633,80.492,498.795,483.004,44.776,138.127,153.375,9.262,4.142,2.114
0,27738.7416466731,769437788.140879,897.593,940.856,1025.918,1020.108,1492.2,1369.774,18.769,41.96,278.868,84.628,510.096,484.567,37.083,141.933,152.599,5.862,4.725,1.774
0,30494.3836880932,929907436.516642,898.901,941.025,1024.373,1017.824,1491.886,1375.121,19.134,45.612,281.682,73.356,510.173,477.299,38.061,144.109,154.729,15.654,4.715,1.647
0,21634.3593047461,468045502.526854,895.686,941.068,1025.629,1027.411,1496.752,1385.285,18.165,41.988,282.037,68.898,506.148,482.066,37.016,144.694,146.727,12.677,4.869,1.804
0,31728.145951236,1006675245.50293,888.923,937.394,1026.317,1018.185,1495.381,1383.619,15.46,44.507,277.192,69.988,498.639,471.257,39.169,136.41,149.022,13.917,5.513,1.692
0,29860.1367340964,891627765.778932,900.283,934.175,1024.453,1021.279,1494.177,1378.031,18.229,50.626,274.924,71.203,496.624,472.404,33.785,143.297,147.614,6.845,5.937,1.283
0,25203.9385064874,635238516.238797,903.972,936.047,1025.224,1021.402,1491.431,1377.207,19.422,53.571,274.383,66.653,497.185,471.174,26.63,150.899,138.83,12.923,6.662,1.321
0,27404.6566031264,751015203.53528,902.459,928.164,1023.435,1024.059,1496.562,1380.9,18.731,43.657,273.454,66.924,502.726,470.135,26.581,161.262,128.951,4.585,6.026,2.711
0,26133.1537387688,682941724.334126,901.63,921.588,1020.508,1018.472,1497.008,1382.326,19.857,47.91,270.357,68.117,503.52,460.584,23.421,159.976,119.344,2.448,6.516,1.982
0,30948.1142007816,957785772.584617,910.651,916.629,1022.62,1015.254,1495.808,1390.341,17.477,58.428,265.074,69.045,498.393,460.068,18.501,164.836,124.629,3.357,6.476,1.671
0,30847.2181806881,951550869.486975,910.525,913.781,1021.604,1013.816,1493.636,1395.169,28.717,71.112,261.12,71.736,497.452,457.68,20.681,171.258,119.332,2.698,5.696,1.657
0,29429.7988404023,866113059.786546,918.112,907.497,1027.401,1002.407,1487.058,1393.511,24.858,67.165,261.758,71.261,501.425,462.056,21.859,175.941,122.89,12.421,5.246,1.091
0,26932.6304872785,725366584.964281,915.945,905.2,1030.34,1008.119,1490.457,1390.207,30.156,66.707,265.922,73.388,505.641,465.328,23.662,176.316,125.165,19.203,4.839,1.138
0,31645.3459178958,1001427918.26329,913.428,908.774,1032.806,1000.871,1498.863,1377.582,38.635,56.451,265.089,81.152,494.097,468.068,25.469,176.273,130.939,11.581,4.808,1.527
0,26603.4152068604,707741700.668613,914.589,906.446,1025.951,993.781,1494.051,1377.305,38.972,49.111,265.139,80.162,486.226,463.563,23.716,180.753,135.084,5.05,4.547,2.105
0,23819.6078986653,567373720.446159,920.035,903.736,1030.815,995.937,1492.904,1375.808,46.055,55.247,260.275,80.336,481.432,468.518,21.963,188.341,138.786,4.089,3.562,1.054
0,30999.7294551482,960983226.292381,924.491,907.412,1030.127,992.596,1490.998,1374.582,48.542,49.985,256.581,81.037,485.545,463.455,24.95,193.868,141.543,5.163,3.518,1.041
0,31996.5948807146,1023782083.96057,915.232,903.134,1029.876,1002.931,1498.492,1378.652,50.94,45.002,254.139,80.947,481.851,465.482,19.52,197.137,149.975,1.716,3.926,1.205
0,24690.0029854124,609596247.419672,917.46,904.409,1031.759,1005.413,1488.686,1368.789,55.749,45.371,258.296,83.71,482.469,464.342,14.619,196.329,147.407,18.983,4.664,1.152
0,16752.8717012367,280658710.238099,912.48,901.932,1033.792,999.298,1487.882,1360.366,56.548,40.158,253.321,87.005,487.302,467.65,5.862,193.048,144.079,13.324,4.251,1.423
0,29775.3077987385,886568954.50962,918.693,896.842,1032.675,999.283,1484.724,1368.925,61.999,44.641,247.885,93.064,489.81,464.46,4.052,201.639,132.689,5.893,3.913,1.062
0,26956.8626277926,726672442.733679,912.176,901.464,1035.364,994.859,1486.858,1361.371,63.599,53.495,257.439,100.159,489.245,477.135,7.947,208.391,127.078,7.126,4.466,1.019
0,27680.9611681132,766235611.190592,905.142,899.202,1029.259,988.512,1481.485,1362.592,63.504,42.754,252.962,96.741,489.529,473.04,8.675,210.87,122.682,7.159,3.92,1.69
0,29666.0242881714,880072997.066375,903.941,905.429,1031.361,991.028,1471.008,1367.5,56.578,36.895,247.834,93.252,493.113,474.43,4.818,214.101,117.875,5.153,4.164,1.189
0,23326.1984191031,544111532.687368,902.998,898.802,1027.654,990.358,1478.534,1370.689,48.97,34.458,247.453,94.435,499.779,475.556,13.502,209.987,117.638,8.233,3.921,1.195
0,27941.4962757438,780727214.127407,905.161,898.059,1026.182,979.683,1479.413,1375.059,44.353,41.83,239.399,96.384,500.956,476.969,12.23,210.166,115.951,1.122,3.882,1.542
0,26770.6425592239,716667303.033728,905.329,902.655,1032.024,981.314,1480.112,1376.988,42.888,33.288,245.389,106.795,494.445,481.702,22.278,208.331,115.181,9.465,3.577,1.998
0,24598.3342940073,605078050.039737,907.684,908.688,1040.258,991.473,1481.911,1369.837,41.703,31.344,233.756,107.428,491.211,474.828,10.362,208.185,110.84,14.799,4.416,1.903
0,26747.0907090847,715406861.400007,901.729,902.111,1035.993,993.955,1483.99,1370.508,40.864,30.483,229.761,106.483,484.307,468.794,2.149,206.906,101.091,5.688,4.314,1.851
0,27175.650702714,738515991.115919,896.368,894.691,1032.326,992.895,1480.868,1365.726,44.062,25.899,228.866,107.397,479.646,468.108,2.505,213.247,108.156,7.669,4.241,1.846
0,25490.9147727733,649786735.952794,899.25,901.487,1035.795,995.94,1474.353,1371.35,41.32,21.289,236.955,109.85,469.85,464.207,7.255,217.109,111.865,10.336,4.148,1.602
0,27294.646636604,744997735.017076,898.389,902.474,1035.827,994.908,1475.618,1369.348,38.157,21.535,232.487,112.912,471.822,456.321,14.496,221.326,115.097,11.871,4.459,2.272
0,26917.7109247004,724563161.425735,902.6,901.726,1032.213,983.391,1469.904,1361.123,40.666,24.65,234.876,118.576,471.742,464.033,15.4,224.075,108.632,10.535,4.395,2.424
0,22287.5383935621,496734367.644504,900.802,897.327,1023.246,979.968,1470.462,1366.05,41.102,38.532,229.863,126.271,483.973,463.835,12.916,223.385,105.782,9.959,4.824,2.489
0,27503.1750747447,756424639.192056,901.28,898.438,1019.435,982.792,1468.033,1366.971,44.555,48.199,235.04,125.457,475.013,468.714,16.515,224.569,100.823,10.721,5.388,3.038
0,32674.2105988802,1067604038.25997,898.228,896.289,1022.722,990.804,1462.441,1362.682,49.419,46.662,233.814,118.587,471.96,475.535,20.723,227.214,99.056,10.485,5.968,2.132
0,30623.3786667798,937791320.968985,895.276,898.391,1026.57,991.954,1462.065,1362.771,39.472,49.101,226.326,119.297,464.999,478.972,20.41,227.057,97.113,24.587,5.214,2.637
0,24667.8049310409,608500600.115887,895.104,902.707,1019.116,999.885,1455.021,1363.267,49.937,49.069,215.903,122.754,472.906,471.756,24.588,225.31,101.944,16.618,4.989,3.088
0,26089.2132930026,680647050.247785,898.657,903.842,1019.375,1004.128,1459.692,1374.563,53.914,53.942,221.097,119.887,472.599,472.368,12.813,223.645,92.627,13.067,5.298,3.343
0,30990.677317316,960422080.586006,893.388,898.968,1020.114,1003.014,1459.174,1371.443,53.205,56.649,213.15,124.101,472.299,469.426,13.799,223.034,95.722,18.136,5.429,4.181
0,28483.6161939654,811316391.485128,890.876,907.057,1019.734,1005.472,1466.887,1379.476,55.836,67.498,203.307,134.277,471.88,474.43,8.432,226.029,92.997,9.158,5.91,3.854
0,27317.6156459966,746252124.582397,890.018,905.552,1017.128,1004.443,1472.693,1376.694,58.499,63.775,198.799,132.506,483.284,469.143,1.942,230.142,93.975,13.775,5.587,4.28
0,25488.3305527149,649654994.364459,884.683,909.577,1017.16,1004.92,1479.176,1370.205,48.873,66.534,194.268,128.315,481.392,466.79,3.599,229.646,87.679,18.472,5.645,4.087
0,27692.3183984229,766864498.279632,876.124,907.821,1011.111,1004.768,1476.01,1373.653,45.998,53.559,187.27,130.033,480.621,467.606,8.878,229.242,87.132,25.522,6.386,4.537
0,25555.898444671,653103945.314336,873.645,905.248,1004.038,1010.613,1473.346,1377.114,49.674,57.552,190.034,118.607,484.169,464.966,5.42,233.651,82.566,22.487,5.767,3.959
0,26688.0937664932,712254348.889134,876.393,909.759,993.592,1007.125,1473.433,1379.58,52.181,65.027,189.783,110.592,483.094,467.449,9.657,231.695,79.248,21.364,5.819,3.912
0,26235.2129884796,688286400.550888,876.054,910.525,993.077,1009.841,1473.341,1385.812,48.18,64.96,191.24,113.793,485.356,462.291,6.274,228.464,71.652,29.657,5.249,4.732
0,30262.0596046225,915792251.513726,875.575,914.309,994.263,1014.882,1478.024,1387.246,47.74,69.091,198.711,115.377,486.029,457.775,4.262,223.335,71.932,28.222,4.693,4.03
0,28430.6078054374,808299460.1866,878.371,911.814,999.879,1012.35,1476.473,1390.956,45.127,57.964,197.144,115.326,494.846,464.046,16.566,216.632,66.628,33.778,5.564,4.089
0,31756.0839991602,1008448870.96172,879.335,910.493,993.935,1006.729,1476.595,1392.382,40.703,57.135,187.376,111.978,499.527,464.739,18.2,222.221,64.385,27.681,5.593,4.354
0,28082.5508074872,788629659.855099,880.513,914.522,991.915,1004.175,1478.641,1385.811,37.239,60.152,193.608,111.131,497.662,465.007,16.974,222.254,60.626,29.864,5.273,4.434
0,25952.2645380771,673520034.654332,876.966,919.488,988.338,1003.81,1479.516,1380.741,33.85,63.597,194.691,107.231,498.039,454.093,20.958,215.849,64.713,39.701,4.549,4.388
0,29766.4966554023,886044323.136076,870.956,919.948,985.784,1002.819,1484.987,1379.746,31.122,61.558,201.877,105.059,502.454,465.567,20.541,222.319,63.13,39.873,4.995,4.694
0,32802.9503895488,1076033554.2592,874.837,921.399,985.256,997.011,1480.365,1375.032,24.153,53.999,188.93,105.019,510.356,473.13,22.721,231.412,60.771,42.082,5.023,5.619
0,26442.8674541065,699225239.195442,880.637,923.422,987.386,997.126,1477.172,1374.838,17.094,52.975,193.537,107.574,506.324,470.737,19.366,224.896,59.737,50.737,6.025,5.808
0,34618.0091556036,1198406557.89745,879.277,924.059,978.61,997.003,1479.104,1378.284,24.539,49.052,201.774,109.458,500.222,465.757,25.698,223.735,59.375,50.788,6.352,5.544
0,28399.9583793686,806557635.949871,877.983,924.213,972.025,996.716,1468.614,1382.83,25.692,53.58,201.065,100.261,508.378,461.174,20.997,222.679,56.592,45.458,6.549,5.762
0,28103.8680934639,789827401.814819,879.153,924.639,971.541,994.644,1464.882,1391.466,29.009,46.478,210.483,96.922,511.401,458.521,24.407,219.52,58.624,38.391,5.979,5.518
0,30304.6224086331,918370139.329829,870.292,932.596,975.236,990.984,1463.731,1392.098,27.995,57.532,218.111,89.061,509.995,455.677,27.925,213.784,54.744,40.18,6.341,5.58
0,31396.021662221,985710176.214648,872.978,933.4,968.75,986.004,1462.24,1382.641,28.621,65.396,212.695,100.06,510.008,453.782,29.736,216.42,56.152,45.412,6.596,6.643
0,33380.6302784808,1114266477.78863,871.264,941.323,976.65,994.74,1460.307,1387.52,32.899,66.193,215.292,102.208,512.761,468.506,33.487,219.817,52.155,53.876,6.4,6.434
0,32019.6438489448,1025257592.21327,869.691,941.695,974.507,997.546,1459.531,1392.506,34.584,58.551,212.276,103.018,517.814,458.894,37.759,221.652,54.062,50.801,6.491,5.512
0,28734.3800880989,825664599.047337,870.578,941.754,978.981,998.266,1453.478,1385.169,21.356,56.019,215.177,103.749,518.293,466.882,33.19,216.606,58.259,51.015,6.511,5.547
0,30073.6057168251,904421760.811057,873.994,947.048,976.109,1006.406,1453.774,1389.841,20.499,54.234,210.487,92.962,523.335,469.603,30.742,214.955,53.016,49.368,6.651,5.227
0,28739.7727681493,825974538.764858,875.859,941.263,971.866,1002.931,1452.2,1391.156,15.675,57.798,220.981,96.022,516.136,473.048,28.83,213.692,45.091,54.116,6.538,4.516
0,34503.8956138622,1190518812.5323,868.473,940.539,965.411,1007.315,1455,1382.716,5.578,51.452,233.636,95.089,513.159,462.381,25.472,206.75,49.704,45.732,6.873,4.663
0,21217.8720190883,450198093.018412,862.347,945.775,966.291,1012.327,1448.242,1385.555,5.166,56.9,234.8,95.369,503.827,460.567,19.8,203.325,53.211,40.787,6.981,4.721
0,29365.4379369235,862328945.227307,860.363,952.511,966.101,1005.052,1442.397,1382.63,2.936,68.78,244.421,103.718,505.489,456.089,14.818,215.531,46.933,48.252,6.5,4.242
0,29858.7553080545,891545268.546273,854.752,950.157,956.424,1011.895,1450.284,1389.836,5.514,68.636,245.521,96.443,504.973,459.436,11.486,216.48,45.332,53.933,5.644,4.422
0,26252.1697650737,689176417.374252,855.237,948.326,957.358,1010.808,1447.364,1392.64,8.341,65.481,235.364,87.953,505.43,463.091,6.552,219.917,49.932,46.487,4.771,4.389
0,29125.456554887,848292219.53061,854.765,944.176,951.839,1010.979,1450.026,1388.812,8.155,66.948,233.146,83.877,499.185,467.236,15.106,219.093,43.189,44.901,5.416,3.93
0,30175.7452879539,910575603.683471,863.422,942.593,953.399,1009.471,1440.389,1400.554,7.954,63.355,230.013,88.403,494.544,469.553,15.084,217.743,37.096,41.744,5.433,4.491
0,31666.6989143792,1002779820.13394,862.254,946.536,956.32,1007.615,1445.908,1405.559,8.514,59.749,227.351,83.966,490.802,472.72,17.33,219.276,35.797,43.835,5.48,4.139
0,28207.0728198969,795638957.066969,850.969,937.581,949.558,1011.621,1440.113,1410.115,2.279,56.318,239.281,79.254,488.737,473.419,11.994,223.747,34.876,46.621,6.621,4.566
0,27347.8316398603,747903895.402142,851.417,944.217,950.773,1014.089,1429.259,1421.104,12.957,65.746,240.346,75.351,490.115,468.642,18.185,224.871,29.259,46.912,6.98,4.216
0,32915.4023095962,1083423709.20257,845.274,947.867,947.469,1009.983,1431.691,1417.388,11.694,66.542,247.142,71.778,482.55,472.242,21.313,224.412,25.483,45.574,6.881,5.014
0,30527.5316388606,931930187.961634,848.227,948.487,948.975,1011.443,1429.842,1428.111,14.587,62.042,249.806,69.934,487.323,468.026,23.028,222.666,22.014,51.625,6.543,4.64
0,29968.3545278036,898102273.104128,855.738,942.961,952.719,1012.004,1427.23,1430.059,18.677,66.91,248.312,65.284,489.342,465.035,24.369,219.061,14.987,48.545,6.558,3.45
0,33772.7053713659,1140595628.10109,846.044,941.042,950.555,1016.792,1425.552,1439.085,17.618,57.736,238.96,61.48,487.338,463.974,23.73,213.856,13.403,49.966,5.397,3.441
0,25853.7604873552,668416931.337531,852.396,944.061,951.394,1012.414,1428.512,1435.839,25.669,60.181,242.177,72.452,493.597,470.056,22.076,211.785,11.937,42.417,5.605,3.752
0,29242.5007782253,855123851.764507,859.518,951.406,952.967,1016.317,1424.433,1428.921,22.424,68.752,242.504,76.418,490.733,466.746,21.821,206.772,12.84,47.512,6.056,3.661
0,31291.306059995,979145834.94028,856.814,961.009,948.496,1007.21,1427.674,1427.844,29.096,72.512,240.213,84.508,495.384,469.86,18.315,202.978,15.788,55.255,6.419,3.293
0,34176.3545421953,1168023209.79383,852.18,955.706,946.044,1007.289,1430.323,1431.262,23.394,64.877,243.365,80.897,496.019,474.418,26.735,196.277,6.409,58.617,6.185,3.176
0,32847.8014362812,1078978059.19736,855.679,961.093,948.479,1015.435,1433.787,1422.974,28.93,71.524,244.169,83.565,497.238,468.451,22.134,192.105,3.311,58.513,6.774,3.187
0,21077.8370373489,444275214.173037,848.919,950.266,959.14,1023.066,1425.974,1431.984,29.196,79.457,244.897,91.452,495.021,470.243,12.222,192.578,2.484,62.363,6.712,3.704
0,29783.4717941751,887055192.114423,853.65,946.16,957.628,1012.986,1415.39,1441.7,32.492,78.762,239.767,96.512,501.733,461.759,18.558,187.012,5.041,68.199,6.484,3.152
0,32741.8566226803,1072029175.10016,860.712,945.277,954.825,1002.579,1412.898,1436.279,33.899,78.126,235.717,92.468,499.84,462.064,9.158,188.634,4.271,58.335,6.834,3.296
0,28362.633491509,804438978.57367,859.568,939.137,952.679,999.767,1417.97,1423.075,35.535,79.784,239.97,83.438,505.784,468.786,14.567,190.985,4.972,41.341,6.88,3.439
0,24389.4089962937,594843271.188492,860.933,934.171,952.967,997.039,1412.985,1427.204,32.865,81.353,239.494,87.852,501.358,463.35,12.152,183.571,10.68,42.414,6.813,4.03
0,29435.9481989016,866475046.368421,860.914,928.651,954.203,996.787,1410.95,1429.045,36.475,81.839,237.75,92.444,500.465,461.767,13.311,181.714,7.74,43.453,6.287,4.215
0,25528.8595367164,651722669.245393,855.413,926.886,962.985,998.824,1412.685,1433.517,40.445,84.592,233.805,84.204,504.267,461.444,16.751,180.151,5.097,46.546,6.348,4.281
0,29994.8459633631,899690784.365881,856.885,921.553,975.656,1003.757,1414.389,1431.821,32.563,85.397,229.342,71.559,507.822,464.917,16.118,189.453,9.075,42.537,6.27,3.804
0,33317.8098184865,1110076451.10084,853.936,917.951,977.331,1006.091,1409.018,1429.788,40.576,86.439,225.324,76.287,517.57,464.696,18.059,185.478,16.206,47.461,6.139,3.828
0,31377.8101893221,984566972.277125,857.312,917.735,973.887,1010.233,1404.609,1430.389,38.622,87.907,219.595,79.974,522.352,465.768,13.695,196.205,18.811,49.054,5.747,3.943
0,32403.7245712575,1050001366.08991,859.742,916.408,975.064,1010.085,1404.8,1427.186,35.519,82.559,216.657,87.06,526.142,463.054,26.493,194.734,20.639,50.514,4.819,4.521
0,28133.5988149112,791499382.278371,862.666,926.267,978.636,1012.408,1399.311,1418.803,34.852,77.987,213.859,78.483,532.206,460.438,28.751,188.407,21.963,52.789,5.439,4.49
0,29958.6023586681,897517855.284795,863.805,927.736,981.373,1015.279,1394.179,1403.373,27.379,84.809,219.588,71.953,529.39,460.131,17.246,188.335,18.689,42.563,6.062,3.52
0,24725.1428792987,611332690.401738,862.406,932.132,982.101,1015.738,1396.457,1404.745,27.959,85.753,221.297,65.329,543.447,463.747,11.427,180.126,14.776,35.524,6.033,3.197
0,2.95814295121987E+184,inf,855.605,936.474,978.874,1018.427,1392.177,1405.887,29.461,82.871,226.77,68.792,543.111,466.703,5.954,180.531,5.815,28.052,5.595,3.016
0,29376.6318957243,862986501.536886,854.681,944.737,982.208,1022.872,1395.573,1408.422,33.623,89.252,229.865,68.947,549.174,463.31,15.073,184.222,13.629,34.191,5.326,3.19
0,29361.8477803167,862118105.074486,852.076,939.094,983.436,1031.313,1390.038,1410.961,40.961,92.521,228.175,73.691,547.749,461.6,14.973,181.224,21.205,41.249,5.702,3.549
0,24110.1209875106,581297934.032397,842.948,938.077,989.421,1025.987,1390.348,1404.76,41.45,82.605,231.404,72.974,545.503,463.341,12.769,191.918,25.662,39.509,5.525,3.66
0,29408.9533597443,864886537.715618,844.71,938.539,992.533,1035.485,1392.35,1413.401,46.882,77.679,222.854,77.795,545.882,467.782,13.99,186.601,23.464,32.884,5.638,2.565
0,29862.9427880083,891795351.959854,846.286,935.318,992.795,1033.077,1395.789,1415.322,46.836,73.257,221.664,78.764,551.961,467.641,5.831,187.845,16.794,26.993,5.975,2.31
0,28892.5161515408,834777489.567043,848.408,929.565,985.421,1033.244,1394.843,1410.73,39.206,78.223,227.363,70.03,556.381,469.616,11.664,186.364,24.89,20.203,5.565,2.345
0,24412.0778998931,595949547.390452,847.873,928.29,977.935,1028.948,1386.279,1423.893,38.054,73.539,234.416,77.188,562.06,483.03,11.205,186.438,17.872,12.664,5.048,2.169
0,27337.4221671427,747334650.744587,849.905,923.371,982.616,1018.048,1382.157,1430.037,35.767,71.979,231.319,75.49,561.512,483.958,5.802,181.348,18.034,12.634,4.866,2.844
0,28727.5714825977,825273363.287762,859.72,927.272,989.237,1013.54,1379.359,1432.083,37.604,73.512,223.41,77.504,558,486.002,7.746,191.641,19.202,10.195,4.676,3.338
0,27678.6961840791,766110222.450556,858.185,924.132,985.928,1009.123,1374.109,1435.969,37.014,73.574,212.383,81.473,556.005,488.311,6.316,186.912,20.797,13.244,4.798,3.147
0,22213.3754241477,493434047.734129,854.555,923.425,975.221,1014.273,1374.267,1437.279,44.212,76.707,206.35,77.027,552.644,484.495,15.652,195.664,18.016,11.39,4.972,3.445
0,30455.0129697498,927507814.987628,846.5,921.769,975.292,1020.978,1374.44,1439.529,44.913,82.994,197.254,76.276,545.807,490.778,15.488,185.14,19.1,9.584,5.759,3.281
0,29113.4189862481,847591165.068832,842.562,914.75,970.252,1021.037,1374.886,1444.297,40.911,76.267,210.414,73.549,545.82,490.275,16.311,190.781,17.555,10.616,5.305,2.82
0,28914.7614969056,836063432.422934,842.169,917.988,968.663,1006.117,1377.177,1439.864,31.786,83.515,209.979,66.259,544.681,485.776,12.04,183.368,24.425,10.058,5.305,2.438
0,31522.8585037329,993690608.246366,844.06,917.043,974.04,1001.572,1377.751,1443.803,32.305,77.826,210.972,64.017,547.065,499.683,12.144,189.326,15.28,11.946,4.684,2.025
0,30025.3731012789,901523029.871003,836.958,909.551,977.117,999.641,1375.186,1439.388,35.305,73.432,207.133,67.028,557.171,498.487,6.212,188.994,10.184,18.503,4.653,1.981
0,31015.351821284,961952048.598023,840.281,914.648,970.441,997.537,1373.642,1444.943,31.489,80.343,208.236,65.461,560.134,494.105,13.773,186.023,12.737,24.382,4.889,2.163
0,27676.4036258965,765983317.663537,838.182,914.042,966.855,993.04,1378.662,1449.09,41.692,88.833,216.023,65.217,567.051,492.545,8.417,186.66,16.946,21.331,5.268,2.184
0,28266.8858759918,799016837.126345,834.965,911.104,969.262,994.571,1374.75,1449.769,46.647,85.037,218.089,58.782,565.377,493.598,11.952,187.287,19.622,26.415,5.527,2.72
0,29242.8508108786,855144323.547306,836.982,910.429,961.088,991.488,1384.763,1452.515,56.086,79.99,215.252,58.849,567.209,491.578,8.347,177.644,18.429,14.113,5.349,2.656
0,30384.209561033,923200190.648767,844.246,911.996,958.535,993.266,1380.635,1444.196,58.653,83.881,219.64,60.733,571.858,487.361,15.375,167.811,20.789,17.09,5.007,3.033
0,29305.6071994976,858818613.331246,842.706,908.778,956.912,994.92,1384.846,1448.384,60.544,82.658,220.04,63.976,573.015,492.644,12.972,179.156,20.969,14.743,4.354,3.212
0,29001.7170167408,841099589.919111,842.168,900.941,956.426,1002.958,1388.348,1444.135,68.835,96.719,216.871,69.12,574.208,482.363,13.096,172.306,25.551,13.008,4.11,3.177
0,31197.2417988316,973267895.854763,834.817,890.281,951.924,996.438,1391.459,1439.265,75.688,102.109,217.451,68.949,569.97,481.063,20.849,177.689,28.167,12.203,4.122,2.762
0,27970.7950387292,782365375.098596,836.951,893.547,955.746,997.655,1398.626,1446.556,74.125,104.005,213.215,75.116,561.017,477.356,14.123,172.548,33.619,13.762,4.068,2.992
0,30097.1740831073,905839887.788868,838.082,889.956,957.403,989.723,1398.128,1443.45,69.945,100.51,205.595,74.056,561.299,478.012,21.169,171.839,34.073,16.389,4.042,3.492
0,29998.7619885583,899925720.846168,832.795,882.124,957.917,990.496,1392.404,1442.751,72.522,102.438,205.602,78.146,556.968,477.657,24.852,175.445,39.963,13.725,4.455,3.045
0,27469.5611972751,754576792.370842,827.023,876.396,957.052,990.665,1391.235,1443.872,74.193,98.205,209.205,80.57,555.41,475.656,30.11,180.505,48.763,16.193,3.867,2.623
0,32522.2073249233,1057693969.2853,832.565,872.062,959.769,987.751,1404.533,1440.044,75.725,88.05,214.553,79.392,551.411,473.773,29.538,180.263,59.319,21.503,3.741,2.267
0,30626.0902002126,937957400.951558,835.754,881.981,957.266,985.966,1410.778,1438.325,73.77,80.444,214.957,77.532,551.016,466.049,31.937,184.536,59.76,21.355,4.542,2.226
0,30971.6682139989,959244231.958027,834.465,885.308,951.55,985.627,1408.396,1442.833,67.064,85.46,222.574,67.562,547.755,462.522,23.222,194.61,60.377,26.865,4.939,2.132
0,29614.230527908,877002649.760079,823.205,879.492,949.859,988.783,1403.211,1439.31,64.888,88.347,215.082,67.556,551.028,465.38,19.719,194.792,62.159,33.2,5.152,1.736
0,29513.2559072376,871032274.246095,828.088,871.553,956.696,992.403,1398.823,1443.016,64.826,90.283,216.359,71.228,557.055,460.413,21.263,191.988,59.186,27.097,5.374,1.843
0,32051.7391874761,1027313984.94199,830.384,879.076,952.102,990.257,1402.023,1441.712,61.528,98.992,222.203,77.193,561.072,446.932,18.725,190.902,51.622,22.794,6.026,1.371
0,22862.3434212541,522686746.711359,831.336,870.278,946.691,988.55,1402.957,1437.798,71.682,103.795,221.738,84.542,551.651,446.538,19.002,196.985,46.243,22.416,5.833,1.821
0,29690.007603186,881496551.47724,841.708,869.062,944.585,984.73,1400.865,1436.002,73.273,104.147,226.103,88.586,544.895,442.733,26.075,193.419,38.207,27.171,5.549,2.992
0,32022.5415266729,1025443165.82749,840.719,863.249,940.092,985.236,1402.783,1435.26,72.018,105.956,231.919,91.462,545.056,445.65,26.194,194.325,40.374,29.266,4.649,1.74
0,31992.0021209043,1023488199.70394,845.682,860.738,930.064,993.917,1399.161,1437.211,80.613,97.11,225.224,92.942,546.347,432.735,31.912,189.184,45.096,26.647,4.796,1.813
