,Error,Cost,Q_pos_x_0,Q_pos_x_1,Q_pos_y_0,Q_pos_y_1,Q_pos_z_0,Q_pos_z_1,Q_att_x_0,Q_att_x_1,Q_att_y_0,Q_att_y_1,Q_att_z_0,Q_att_z_1,Q_vel_0,Q_vel_1,Q_omega_0,Q_omega_1,Q_horizon_0,Q_horizon_1
0,27656.9952921337,764909388.589107,994.043,1041.7,1048.722,1071.523,1463.522,1493.824,74.999,74.647,173.543,95.981,425.03,422.21,12.228,98.302,140.522,61.09,6.406,2.889
0,28602.9380867832,818128067.196351,1004.009,1036.527,1060.604,1081.416,1467.145,1491.857,76.283,72.879,172.508,95.976,423.752,415.241,14.167,96.989,147.374,48.8,6.995,3.127
0,28767.1509926588,827548976.234429,1007.982,1036.505,1070.104,1083.535,1461.15,1488.428,84.97,68.794,175.494,94.007,426.466,417.2,15.584,96.538,141.566,59.307,6.227,2.724
0,32133.6619962098,1032572233.28666,1003.2,1039.067,1072.28,1086.027,1463.461,1486.433,95.386,61.91,174.58,99.937,428.898,428.831,16.128,93.185,144.673,63.111,5.92,3.419
0,29004.7710497989,841276743.651254,993.346,1047.6,1075.478,1086.819,1462.765,1491.728,93.962,63.227,177.505,101.664,433.224,435.652,19.089,94.612,143.845,61.628,5.049,4.014
0,24867.7918526732,618407071.627879,989.966,1042.608,1068.742,1085.724,1454.161,1493.092,98.661,66.222,170.952,103.358,439.793,438.614,13.612,101.315,138.322,69.783,4.858,3.981
0,26835.3470579488,720135851.720561,989.496,1042.565,1069.048,1072.767,1458.749,1486.14,100.457,65.65,172.957,106.582,442.279,447.467,18.732,102.384,139.173,75.526,4.321,4.363
0,24246.5231139077,587893883.113261,992.236,1048.22,1074.767,1078.251,1467.518,1481.938,108.728,61.04,164.84,104.825,445.697,437.696,19.895,99.901,140.158,72.286,4.352,4.466
0,23067.733926056,532120348.483317,986.52,1049.411,1074.107,1082.066,1458.222,1482.356,104.223,61.147,159.533,102.28,436.377,436.424,16.654,94.08,132.236,78.769,4.14,4.851
0,23978.7308642043,574979533.857946,984.318,1050.79,1071.036,1081.975,1451.528,1481.662,105.47,62.539,165.647,92.774,438.129,439.063,21.932,92.89,136.294,86.71,3.489,4.363
0,25500.0815877694,650254160.982895,982.841,1047.967,1067.916,1086.979,1448.599,1473.18,105.298,55.233,165.93,97.18,442.69,436.732,19.009,96.315,138.662,83.9,3.313,3.913
0,29307.3325582419,858919741.679387,986.854,1031.837,1072.74,1091.763,1451.659,1471.878,103.943,52.534,174.573,91.534,446.99,428.161,15.054,91.152,140.184,90.905,4.11,3.938
0,28000.1533379477,784008586.948581,995.809,1035.942,1070.771,1096.435,1448.842,1471.881,100.414,42.102,186.942,81.695,441.285,438.459,16.405,93.544,139.788,97.319,3.968,4.614
0,29492.5366759296,869809719.581054,1003.766,1043.18,1072.732,1093.496,1454.255,1470.612,88.675,42.392,188.603,85.744,439.91,439.242,21.924,95.766,136.783,105.463,3.618,4.3
0,32586.2895134997,1061866264.25762,1007.713,1036.251,1067.194,1093.693,1460.692,1466.935,88.199,46.444,199.705,79.507,433.328,430.446,20.037,95.505,144.421,101.208,3.218,3.639
0,27935.4434661372,780389001.649747,1008.206,1033.392,1062.514,1082.091,1449.909,1463.312,95.012,51.561,196.664,92.61,433.08,435.765,21.966,92.768,152.878,92.974,3.615,2.838
0,31343.0073264853,982384108.268112,1000.834,1039.368,1061.389,1076.593,1447.849,1461.96,95.205,48.466,186.594,98.26,432.75,439.785,19.294,95.089,152.992,89.143,3.447,2.61
0,29203.6349009732,852852291.429343,995.249,1035.965,1067.403,1073.486,1446.484,1461.88,99.865,49.119,184.444,96.334,431.155,440.97,29.083,106.354,146.756,98.397,3.481,2.081
0,29998.3500493921,899901005.685861,993.893,1039.135,1080.407,1075.127,1454.886,1462.426,108.001,47.356,184.277,94.162,443.701,444.309,34.844,102.635,145.674,99.078,3.379,2.116
0,29419.751542848,865521780.84291,987.71,1040.785,1072.304,1068.883,1453.885,1467.192,108.666,44.271,188.541,96.871,444.106,448.991,35.055,109.872,143.624,101.893,4.477,2.137
0,28030.8835410764,785730432.093388,986.89,1034.641,1068.566,1065.098,1450.256,1471.385,100.779,44.888,186.656,97.589,445.285,459.838,37.118,107.586,135.295,102.758,4.457,1.91
0,30252.7355841624,915228010.325248,977.065,1037.029,1067.461,1055.244,1441.713,1465.241,105.736,45.688,183.496,94.847,442.832,458.023,38.531,105.248,127.618,96.114,5.062,1.516
0,29444.1990903285,866960860.070903,969.212,1039.526,1067.124,1062.721,1449.739,1467.652,111.879,43.204,178.569,95.311,443.039,459.34,34.797,102.508,124.159,96.4,4.979,2.037
0,30619.3621674062,937545339.538787,967.009,1041.208,1065.855,1070.977,1456.809,1462.263,107.515,42.274,178.84,99.021,448.07,465.99,34.59,93.587,119.166,92.12,5.215,1.568
0,33546.8258839025,1125389526.88487,956.572,1037.119,1059.26,1075.182,1463.114,1462.368,108.028,34.863,180.757,89.266,439.65,471.435,37.727,94.262,126.146,91.8,4.595,1.073
0,24361.3938180302,593477508.757161,961.847,1043.196,1061.897,1074.974,1459.608,1458.759,108.41,28.009,181.549,95.085,440.939,466.989,24.14,98.669,127.322,89.819,4.811,1.265
0,28791.7385645363,828964209.568609,962.894,1046.727,1059.106,1073.834,1463.999,1456.018,113.593,33.147,186.069,90.972,440.122,471.278,23.183,104.054,133.419,83.879,5.083,2.135
0,25633.8300050893,657093240.729816,963.607,1042.867,1063.247,1079.828,1466.597,1467.167,113.341,41.57,185.947,89.859,443.026,474.29,28.255,103.052,134.093,83.227,5.191,2.664
0,33511.3565306678,1123011016.52553,966.269,1040.12,1064.696,1084.063,1462.749,1460.28,119.649,42.885,189.454,97.059,450.727,481.303,28.769,116.252,131.353,77.003,5.622,2.286
0,26510.4017834775,702801402.721405,965.229,1044.07,1061.176,1075.609,1465.072,1461.716,117.115,41.774,188.726,88.343,456.122,480.772,21.839,120.896,132.097,76.295,5.28,2.654
0,30147.6488143471,908880729.033203,971.187,1045.98,1057.837,1077.799,1451.407,1451.165,116.37,33.537,187.408,92.499,455.494,485.589,24.658,121.795,143.29,67.602,5.185,2.439
0,31325.4384139251,981283091.824615,973.58,1045.046,1063.952,1081.078,1441.351,1448.174,114.614,33.809,189.608,96.053,465.598,489.169,30.625,122.111,152.719,68.292,5.461,2.743
0,25419.7389074365,646163126.12224,973.833,1042.727,1065.218,1081.339,1435.124,1445.727,125.499,35.704,189.281,103.297,455.546,495.676,27.025,114.755,147.742,71.358,5.542,2.621
0,31029.7263769783,962843919.030142,974.461,1046.446,1064.306,1087.72,1430.539,1447.051,135.582,40.907,188.1,102.446,454.824,504.381,25.695,112.034,149.085,72.019,5.465,3.4
0,26405.353154203,697242675.198178,973.423,1039.086,1066.659,1083.799,1424.998,1446.456,142.321,42.005,185.045,102.796,455.337,509.267,30.57,109.395,149.357,78.789,5.812,4.006
0,31919.3997782927,1018848082.20647,971.401,1049.96,1069.843,1083.643,1423.92,1446.123,150.618,44.44,178.402,112.201,454.4,521.135,39.668,112.868,149.272,60.722,6.501,4.568
0,31809.2383858719,1011827646.68922,966.039,1040.146,1072.065,1077.295,1425.376,1443.768,160.068,40.2,174.2,119.945,453.019,523.785,40.059,109.258,147.156,64.25,6.936,4.223
0,34003.1993671884,1156217567.20476,968.098,1032.888,1078.506,1073.335,1438.448,1448.639,164.581,49.9,179.595,119.424,456.79,509.958,28.601,111.084,144.116,64.533,6.442,4.611
0,22897.2510887106,524284107.419458,971.604,1033.378,1082.072,1066.15,1436.617,1450.77,166.495,45.575,186.576,122.625,457.554,508.295,33.665,105.597,142.535,64.791,6.996,3.777
0,34748.0427162989,1207426472.61373,971.031,1025.552,1078.6,1064.36,1441.709,1446.318,177.019,48.54,193.399,126.564,458.996,505.018,41.098,106.393,148.002,62.215,6.7,4.167
0,27768.8536768809,771109234.528021,974.25,1026.659,1080.581,1071.069,1440.863,1444.951,181.018,48.011,189.792,126.913,452.242,502.847,50.232,95.409,149.607,61.417,6.439,3.673
0,36160.2223462765,1307561680.13215,968.818,1025.265,1081.682,1073.741,1449.323,1448.294,180.587,45.804,186.688,131.817,451.732,501.414,47.017,89.726,158.297,61.057,6.925,3.968
0,26115.2030249746,682003829.035641,969.209,1029.837,1077.92,1069.77,1441.783,1445.585,173.48,40.031,190.962,134.386,446.659,509.214,51.083,83.661,167.244,62.374,6.486,3.861
0,34467.3000377479,1187994771.89213,969.204,1026.194,1076.066,1060.024,1440.886,1447.541,169.532,39.698,193.486,136.908,452.181,508.696,49.518,76.494,163.428,52.96,6.578,3.593
0,34964.9184010624,1222545518.79295,963.648,1014.233,1071.978,1059.175,1443.349,1445.695,180.469,41.823,198.4,138.232,447.862,510.001,54.958,73.57,166.42,57.116,6.618,3.499
0,29046.4576046334,843696699.377765,966.625,1007.658,1066.914,1050.332,1439.013,1451.28,180.616,52.907,192.44,147.074,453.612,510.224,52.345,72.143,171.975,57.033,6.599,3.299
0,37366.8492619336,1396281423.76407,961.812,1009.041,1064.77,1057.585,1434.596,1445.423,183.043,55.175,193.533,150.641,460.017,511.267,57.549,78.597,177.723,61.4,6.939,2.899
0,37585.8601561193,1412696883.67536,959.072,1008.319,1061.985,1049.238,1440.129,1448.443,178.079,59.518,199.442,150.087,456.696,519.475,63.286,74.229,177.566,61.82,6.763,2.987
0,31434.6070002806,988134517.26209,962.155,1019.152,1071.978,1047.995,1435.513,1445.829,167.754,64.385,194.25,142.687,461.756,517.933,67.725,79.546,169.613,62.787,6.872,3.245
0,29871.7468173641,892321257.920701,954.953,1025.201,1070.371,1042.334,1430.679,1444.846,160.471,60.024,189.292,138.699,462.103,516.968,60.891,78.887,166.575,62.428,6.7,2.943
0,29849.8443869848,891013209.927208,958.524,1019.42,1068.773,1041.297,1441.849,1453.921,157.189,63.723,178.554,139.484,458.13,511.377,53.646,82.572,157.757,59.991,6.802,2.468
0,31028.5371300614,962770116.431602,953.892,1018.4,1072.119,1041.628,1435.294,1446.825,144.251,68.183,178.587,143.82,454.871,508.196,49.864,92.044,163.383,57.849,6.014,2.468
0,27350.6629293039,748058762.672398,951.357,1025.861,1072.974,1039.987,1439.77,1448.577,143.391,69.919,190.253,141.014,456.498,513.277,51.786,92.773,165.825,50.365,6.207,3.051
0,30127.7920689052,907683854.947186,944.126,1028.677,1066.891,1036.349,1433.994,1449.227,142.056,72.118,188.909,144.219,458.66,509.76,59.644,101.407,165.107,51.161,4.947,3.487
0,36555.4195418214,1336298697.87858,940.746,1025.438,1068.596,1037.837,1437.867,1449.287,136.58,67.925,187.423,147.089,458.956,518.406,57.924,101.093,167.368,50.845,4.276,3.548
0,30778.9070939395,947341121.897359,940.759,1017.766,1065.991,1043.392,1453.797,1445.378,139.748,64.333,189.764,146.507,459.888,516.545,57.409,99.116,166.711,52.11,4.19,4.089
0,36841.5487465912,1357299714.04745,938.957,1009.59,1067.666,1047.911,1450.405,1441.379,145.711,67.141,187.581,154.852,458.955,514.617,53.961,93.017,168.103,55.622,4.906,4.341
0,34139.1292316827,1165480144.69753,942.88,1005.011,1066.385,1047.864,1447.084,1439.247,149.381,72.247,187.393,153.416,468.923,518.662,53.061,99.271,168.255,50.33,5.366,4.335
0,29960.9250872451,897657032.083513,944.681,1006.035,1057.745,1043.651,1442.419,1435.96,148.2,74.993,199.676,151.72,479.287,521.538,49.994,98.211,164.03,53.936,5.446,5.231
0,34389.9891349684,1182671352.70325,946.826,1003.471,1061.612,1042.68,1452.232,1434.306,153.298,75.724,195.698,153.357,481.05,518.557,48.207,106.331,162.752,51.3,6.315,5.457
0,35055.6839922207,1228900980.16244,946.473,1006.281,1065.085,1040.924,1450.159,1439.449,153.096,77.953,194.722,158.81,477.279,513.754,44.611,102.298,162.384,43.784,6.59,5.371
0,29734.1309393787,884118542.720116,942.21,1003.774,1069.017,1044.034,1446.459,1438.327,149.788,82.005,189.3,157.713,477.081,513.091,39.725,108.853,159.983,45.946,5.879,5.386
0,23431.1897703579,549020654.054524,947.669,1005.333,1075.029,1051.338,1446.832,1443.203,144.859,98.146,199.417,153.548,479.227,510.539,34.708,107.2,155.978,50.082,4.648,5.106
0,33574.4924076469,1127246540.43114,944.096,1004.846,1075.477,1055.812,1450.27,1440.387,143.105,97.959,204.053,154.652,486.288,510.784,31.36,105.83,155.661,46.006,4.754,5.005
0,23516.1223717387,553008011.402592,941.885,1001.834,1074.428,1059.822,1456.832,1448.975,139.34,107.604,204.3,156.193,496.617,503.462,28.018,108.143,150.073,37.468,4.253,4.642
0,26706.6603152185,713245705.192468,937.639,998.444,1067.093,1055.519,1453.683,1451.277,141.783,107.487,208.325,160.215,495.375,508.964,30.135,106.735,154.394,35.986,4.511,4.965
0,28581.9993125376,816930684.7019,931.063,998.218,1065.235,1045.735,1451.641,1448.76,130.401,113.166,212.579,153.634,495.692,501.981,27.42,112.004,163.215,36.02,4.797,5.259
0,33122.6161987595,1097107703.85033,920.679,998.153,1065.27,1052.453,1457.725,1450.739,135.077,110.647,204.313,151.694,496.739,503.031,30.02,117.203,162.56,49.006,4.407,5.296
0,29845.8389839162,890774104.65385,922.04,999.057,1071.474,1053.795,1457.093,1443.995,137.288,106.67,207.735,164.864,500.051,509.307,20.512,115.603,171.48,55.162,4.377,5.31
0,30653.683373015,939648304.333057,928.085,997.077,1075.452,1049.866,1447.631,1441.402,135.057,110.706,213.265,170.507,498.615,510.487,13.446,115.096,170.595,56.461,4.674,5.379
0,27937.0102786576,780476543.309818,922.914,989.299,1073.953,1046.902,1447.146,1440.902,143.945,111.294,220.769,168.265,503.219,512.436,10.34,119.564,166.08,56.031,4.946,5.328
0,28279.054658754,799704932.392798,926.203,988.174,1076.785,1044.342,1445.903,1445.868,146.678,108.465,228.408,167.757,493.154,520.019,14.559,122.138,170.514,52.515,5.498,5.165
0,24797.0408415692,614893234.498451,919.619,986.767,1077.513,1052.679,1450.881,1436.095,151.681,102.109,223.281,164.59,499.849,511.102,12.501,121.047,171.542,57.458,5.182,5.802
0,28002.6721329869,784149646.587562,909.059,992.372,1072.174,1049.422,1446.527,1444.53,148.292,100.997,222.033,168.405,504.299,507.725,13.813,122.642,168.06,58.579,5.816,6.104
0,22219.5609778343,493708890.047695,902.734,991.525,1068.311,1062.006,1447.319,1434.159,143.969,94.935,218.395,165.478,495.48,505.85,6.536,119.239,165.04,58.608,5.685,6.027
0,25847.9967849039,668118937.792404,898.786,981.981,1066.186,1059.313,1458.369,1428.79,159.047,94.941,219.32,164.717,490.849,501.962,6.318,123.775,161.87,65.052,5.729,5.998
0,25762.1321274143,663687451.75035,904.8,987.881,1082.009,1051.014,1450.515,1426.521,156.789,96.365,217.043,173.192,490.554,507.111,1.751,124.419,170.776,56.46,5.446,5.253
0,24215.3754750561,586384409.39795,909.536,989.412,1082.984,1054.078,1459.745,1416.731,149.058,97.313,223.758,171.99,498.12,501.982,3.207,123.145,163.811,50.819,5.731,4.966
0,26815.3101420216,719060858.012806,917.236,988.611,1084.133,1055.764,1475.097,1415.264,148.802,92.612,230.746,174.835,504.49,502.51,6.464,126.973,162.786,57.6,4.758,5.103
0,29550.2142775116,873215163.84685,916.36,988.082,1084.646,1062.325,1476.801,1415.883,146.626,91.11,235.501,170.761,508.229,506.476,10.34,127.568,169.313,53.453,4.092,6.437
0,26709.5463576589,713399866.631932,913.899,990.474,1078.392,1063.243,1472.732,1413.686,147.713,88.249,233.684,163.77,515.428,514.553,14.528,129.737,160.737,50.676,4.63,6.702
0,28708.5580328342,824181304.32461,917.834,992.755,1077.974,1070.109,1468.034,1413.163,138.115,83.901,229.038,160.147,510.662,507.809,23.763,123,168.668,58.989,4.483,6.32
0,29471.0888718366,868545079.291689,920.591,993.297,1072.838,1064.694,1479.564,1419.071,134.984,86.878,230.314,156.032,502.382,499.841,10.846,122.357,170.47,50.705,4.313,5.973
0,30939.8697667041,957275541.180609,917.049,987.175,1072.592,1065.6,1478.576,1409.914,140.887,97.522,220.466,149.506,500.148,497.137,11.098,118.513,170.162,51.141,4.014,6.907
0,25335.8304717413,641904305.692813,914.844,1000.808,1069.248,1063.179,1478.032,1410.285,137.013,91.696,214.992,147.422,491.851,492.291,6.557,110.991,177.342,44.593,4.336,6.972
0,25164.8598783718,633270172.698088,921.498,1001.702,1062.037,1062.103,1479.573,1402.761,133.024,94.952,217.216,147.826,496.671,490.665,6.316,122.937,178.216,39.993,4.77,6.563
0,27991.8332594394,783542729.224257,921.833,999.819,1054.728,1059.254,1481.272,1410.745,126.551,97.929,215.927,143.046,493.495,489.266,3.965,126.06,177.575,51.466,4.5,6.476
0,28085.2305458931,788780174.815968,924.501,995.385,1057.879,1060.626,1481.7,1414.99,123.224,95.82,218.928,136.535,501.453,489.411,10.254,125.714,171.046,52.451,4.237,6.087
0,29436.2514769061,866492901.011655,922.065,1000.514,1061.99,1066.582,1486.166,1403.41,118.318,90.141,213.43,134.855,498.122,488.499,19.513,133.377,176.33,47.522,4.335,6.138
0,27795.1321869093,772569373.287761,922.501,993.583,1063.545,1067.824,1488.863,1389.574,125.549,85.94,218.629,140.448,499.165,486.848,29.481,133.727,176.829,49.298,3.728,6.86
0,32421.6813891612,1051165424.10028,921.008,993.528,1054.47,1066.858,1489.051,1381.325,124.385,80.565,221.409,139.283,501.838,484.864,25.736,137.336,178.355,55.456,3.495,6.269
0,30937.5398429974,957131371.537052,928.863,992.537,1053.18,1065.736,1487.756,1381.566,126.923,82.162,224.986,131.496,512.145,480.82,25.718,138.055,180.692,53.723,3.56,5.584
0,28580.5211928912,816846191.657303,928.784,996.579,1052.783,1060.169,1497.357,1382.468,117.831,77.097,221.653,121.975,513.617,480.645,21.081,127.038,181.222,53.848,4.586,5.923
0,24525.5628065878,601503230.979882,929.651,997.545,1044.67,1060.772,1492.62,1368.815,116.349,74.914,222.852,120.075,517.922,476.538,22.478,128.527,172.144,57.705,4.633,5.634
0,31524.1631978012,993772865.321603,938.197,996.125,1051.012,1062.742,1494.883,1364.559,115.728,72.921,225.327,120.565,518.911,473.575,24.15,129.697,171.031,42.708,4.167,5.264
0,29722.0904024674,883402657.892442,933.509,996.76,1052.531,1058.294,1496.281,1368.021,103.417,75.085,215.356,117.766,511.817,471.054,20.984,132.434,165.129,45.335,4.102,4.697
0,24590.8003650729,604707462.59487,933.968,994.182,1048.771,1059.57,1494.256,1369.276,109.059,75.691,213.076,113.17,516.278,474.257,30.733,134.149,164.797,44.636,4.041,4.129
0,30124.613379104,907492331.240491,925.589,987.417,1054.853,1057.727,1487.858,1371.449,94.604,67.327,217.274,113.149,511.37,473.117,26.15,139.684,159.469,46.33,4.385,3.328
0,26179.9761227919,685391149.789953,921.169,989.36,1051.931,1049.585,1491.927,1365.548,93.514,63.351,219.057,100.121,504.563,471.535,29.171,142.507,157.619,46.666,4.448,4.101
0,25425.3278199941,646447294.754164,914.248,995.399,1055.728,1057.007,1491.11,1369.643,87.19,68.196,223.595,95.124,505.508,478.571,22.483,142.72,157.147,38.781,5.312,3.801
0,28653.8180103073,821041286.56781,913.907,1004.073,1053.107,1054.389,1487.514,1367.315,86.507,68.461,216.69,92.76,495.909,480.606,25.814,145.091,158.406,40.479,5.028,3.491
0,29375.7801739714,862936460.829489,905.369,1009.233,1053.524,1052.991,1484.936,1372.881,82.345,63.931,209.484,91.202,494.904,474.188,18.168,142.254,154.373,40.876,4.383,3.354
0,30537.877301815,932561950.100706,901.681,1005.811,1047.768,1054.058,1482.271,1369.746,81.002,60.627,204.057,94.749,493.004,470.688,20.525,141.348,155.65,38.63,4.015,3.378
0,25283.7218428915,639266590.228708,897.922,1007.321,1044.883,1059.404,1480.967,1366.744,82.931,55.681,203.985,86.971,494.781,479.291,11.069,133.78,158.592,31.636,4.012,3.157
0,28571.1038908216,816307977.540121,905.535,1016.82,1038.761,1066.662,1485.209,1362.124,78.237,54.969,217.18,85.631,495.379,479.239,11.796,138.171,157.728,29.827,4.359,2.884
0,29876.5703734836,892609457.281717,905.596,1014.459,1039.207,1065.659,1482.067,1359.508,77.1,43.901,215.945,91.04,490.794,481.692,8.029,141.819,152.707,22.389,4.771,1.735
0,22015.8487262849,484697595.138662,908.054,1014.104,1030.505,1073.447,1489.933,1361.622,71.737,53.609,209.733,96.17,495.716,482.891,7.263,140.093,158.269,22.473,4.82,1.71
0,25339.5456205279,642092572.254815,908.558,1017.091,1028.188,1071.714,1484.574,1364.423,73.575,51.249,212.335,95.486,497.818,484.498,9.736,150.851,155.478,13.64,5.269,1.857
0,27491.8686542043,755802842.100019,906.162,1019.915,1032.927,1059.347,1479.273,1367.625,73.865,57.068,211.463,100.155,501.461,494.615,5.207,158.595,155.006,7.112,6.268,1.658
0,26894.0471803405,723289773.738381,906.143,1013.58,1039.315,1056.79,1485.615,1375.302,70.389,55.282,215.564,102.763,506.71,500.437,10.451,161.637,152.121,8.559,5.69,1.643
0,22991.9139855306,528628108.718037,906.247,1013.908,1035.762,1062.028,1480.074,1371.272,78.381,51.064,221.397,110.156,511.214,500.94,9.61,159.294,153.631,16.279,5.401,1.792
0,26883.7267412832,722734763.499985,907.041,1011.41,1041.728,1063.994,1481.427,1364.454,66.923,54.711,230.976,109.103,508.648,504.588,7.171,157.339,151.766,15.478,4.771,1.926
0,27762.9691645557,770782456.83207,910.421,1000.942,1037.392,1058.315,1482.626,1357.188,70.449,45.708,233.483,97.37,504.813,508.178,7.083,164.518,152.865,9.584,4.763,1.999
0,26794.6017149579,717950681.063226,908.48,1009.903,1042.243,1054.201,1484.043,1354.269,68.237,48.564,231.569,95.979,504.402,505.091,6.045,158.906,149.436,16.537,5.004,2.244
0,22596.3963026259,510597125.865327,905.586,1009.165,1037.611,1048.826,1488.807,1355.053,65.586,54.453,230.678,98.828,513.85,505.766,7.037,162.396,158.863,18.9,4.123,2.824
0,30727.532004086,944181223.062129,909.781,1011.468,1036.169,1039.163,1491.465,1349.148,71.858,55.302,238.376,96.554,509.062,504.914,17.871,169.579,159.165,13.194,4.203,1.782
0,24209.6099888162,586105215.810588,907.637,1006.672,1033.53,1041.314,1493.209,1354.69,66.494,57.69,254.739,94.666,502.283,506.141,13.831,173.219,163.685,16.905,4.463,1.759
0,24363.4045873688,593575483.087825,906.984,1014.417,1016.861,1040.965,1488.646,1351.055,66.142,55.408,239.725,93.223,504.887,500.291,11.953,172.253,157.682,17.82,4.133,2.651
0,27480.40752938,755172797.980805,911.242,996.196,1022.636,1041.53,1491.814,1344.86,69.659,53.463,237.51,96.09,505.063,499.739,11.831,171.107,158.398,20.609,3.853,2.584
0,27263.0105198721,743271742.606656,915.361,986.61,1028.959,1042.668,1488.254,1350.68,72.553,49.807,230.029,96.915,491.792,500.348,20.996,169.627,159.975,21.124,4.259,2.641
0,30472.9621512458,928601422.271259,912.013,984.312,1036.441,1043.336,1485.029,1354.086,66.439,51.775,230.771,98.573,498.792,501.284,26.568,177.448,164.937,22.67,4.253,3.243
0,31896.5054149719,1017387057.68733,916.769,985.995,1027.386,1043.075,1494.174,1351.431,73.58,51.072,231.863,99.06,500.348,500.695,30.279,170.359,162.167,20.96,4.644,3.381
0,31537.1918740532,994594471.300849,913.436,990.817,1024.632,1045.719,1486.152,1352.184,72.22,49.572,230.446,98.214,501.634,495.191,27.118,167.45,162.373,15.369,4.069,4.224
0,29203.0982026482,852820944.633515,900.38,1000.121,1024.846,1042.095,1475.859,1357.761,81.799,48.282,246.045,92.182,503.944,496.423,21.461,163.661,169.279,18.664,3.746,3.898
0,26884.194430009,722759910.150525,907.051,998.428,1026.127,1043.294,1471.687,1364.118,80.094,44.034,239.514,90.453,494.018,498.522,17.947,155.14,159.764,11.988,4.769,3.462
0,26663.6565142885,710950578.711957,906.77,996.291,1029.84,1049.029,1482.971,1364.128,82.883,38.803,240.632,82.574,484.912,491.781,15.301,151.396,157.515,16.875,4.602,3.564
0,31799.4478901847,1011204886.12057,909,987.737,1027.417,1042.532,1480.286,1365.501,77.912,36.287,237.966,78.253,491.986,485.55,16.711,146.695,154.329,6.428,5.472,4.533
0,20455.2566760938,418417525.684881,904.633,993.457,1032.367,1041.542,1480.844,1366.74,70.675,42.222,241.279,82.034,495.665,484.342,3.929,148.392,158.854,6.244,6.179,3.942
0,27617.749915571,762740110.399022,902.74,987.37,1024.982,1042.426,1483.12,1362.708,62.836,44.299,246.582,80.469,496.527,482.457,19.13,143.883,153.153,5.544,6.484,3.056
0,27905.247306321,778702827.226934,907.078,983.612,1018.052,1032.757,1484.853,1360.726,54.849,46.815,246.513,81.038,492.931,491.877,17.454,140.638,157.94,3.111,6.35,4.039
0,32540.7712179915,1058901791.46167,910.278,976.595,1012.045,1032.7,1485.617,1361.112,55.666,45.188,244.814,70.675,494.737,487.892,22.14,141.908,156.358,6.843,5.867,4.136
0,23694.2398454034,561417001.851504,909.526,977.844,1017.147,1039.639,1489.606,1354.101,54.182,42.28,241.101,69.728,489.446,492.435,22.774,137.197,164.092,2.134,5.536,3.114
0,27914.8140787329,779236845.050226,919.94,982.563,1015.666,1033.011,1482.792,1353.605,49.18,36.768,246.495,72.504,486.131,494.129,21.527,141.744,160.123,8.534,6.5,2.736
0,29688.542286365,881409543.089284,922.08,984.832,1009.255,1032.237,1486.573,1362.269,47.664,47.566,248.062,70.468,483.518,486.716,16.15,138.978,158.162,2.858,6.975,2.124
0,29445.2691246231,867023873.821485,919.165,988.355,1005.802,1030.701,1487.393,1356.407,48.655,49.445,237.063,69.295,486.01,488.48,17.461,142.826,159.205,3.228,6.915,1.776
0,4.00615673831156E+146,1.60492918119192E+293,921.875,994.856,1017.593,1034.619,1483.831,1353.281,51.6,51.135,245.366,59.802,489.542,477.338,14.377,140.222,163.971,3.349,6.829,1.894
0,25498.0318811863,650149629.813992,919.205,993.187,1026.131,1044.952,1490.282,1347.313,42.238,50.012,241.261,55.086,480.592,480.754,21.009,140.898,161.514,7.317,6.982,1.857
0,30687.523525634,941724100.136343,915.182,988.607,1023.267,1039.03,1487.593,1357.961,47.144,50.256,242.254,53.757,486.244,481.913,20.095,144.716,158.171,5.007,6.727,2.406
0,28698.0731951599,823579405.114757,923.599,987.993,1023.371,1040.69,1480.292,1374.711,34.346,40.793,250.889,53.095,491.625,477.332,28.497,144.923,159.807,12.106,5.711,2.77
0,32037.0547514793,1026372877.14928,920.198,976.283,1019.333,1043.587,1475.756,1371.699,35.717,48.088,250.685,44.914,493.786,475.416,26.168,143.847,153.192,8.038,5.54,3.364
0,31446.5191065197,988883563.916709,912.261,968.689,1010.333,1045.462,1472.078,1373.058,38.494,46.241,259.835,53.09,498.553,472.392,28.556,148.402,145.618,11.419,5.502,3.118
0,29665.7001183985,880053763.51475,910.173,963.327,1008.592,1042.859,1461.69,1371.353,43.99,37.557,258.019,57.329,504.781,468.025,32.196,148.562,146.154,9.565,5.407,2.067
0,35509.6078426209,1260932249.13673,908.419,973.078,1018.899,1049.686,1465.772,1375.833,41.168,35.04,258.734,53.91,500.596,474.956,33.66,144.611,141.232,9.956,4.837,2.172
0,30039.8505964853,902392623.85916,908.169,981.074,1024.826,1046.431,1463.743,1380.2,43.04,40.556,267.372,52.273,503.402,485.111,35.133,148.932,137.605,6.401,4.019,1.956
0,25426.435184064,646503606.169409,907.76,979.647,1014.109,1052.586,1462.706,1379.256,35.815,43.524,269.983,63.577,501.329,488.973,27.785,145.3,137.213,3.452,4.222,1.926
0,23363.8022374176,545867254.989161,908.089,980.686,1012.973,1054.677,1464.742,1374.844,36.849,45.421,273.585,56.824,508.043,493.07,25.942,140.346,135.595,10.971,4.831,2.367
0,26565.6299804993,705732696.260804,909.466,979.057,1013.165,1052.833,1479.969,1371.466,42.121,46.984,270.081,48.469,502.668,492.371,19.492,146.448,135.462,6.433,5,1.761
