error,t,p_x,p_y,p_z
0.006221969906918368,1614258719.5199049,-5.000202343967168,4.49937750709758,1.2042399672371649
0.025464968810819277,1614258719.5399048,-4.999812859213048,4.497843837936948,1.2078905144071934
0.004561328970932088,1614258719.5799048,-4.997683394420852,4.489411426183722,1.2200769775583362
0.02727891786055392,1614258719.5999048,-4.99557470590318,4.480936883080726,1.2284798674184663
0.010988709105410166,1614258719.6199048,-4.9925336226765005,4.468555915652637,1.2380961994886088
0.035587323293730044,1614258719.639905,-4.988426713203039,4.451609653717375,1.2485370864421343
0.0232120753395908,1614258719.659905,-4.9831653957369575,4.429637312759239,1.2594137247204742
0.03924002677912064,1614258719.679905,-4.976688093792744,4.402339055759057,1.2704698284465021
0.041098175441644624,1614258719.699905,-4.968946637021579,4.36953860005636,1.2816261329327403
0.09696837671767833,1614258719.699905,-4.968946637021579,4.36953860005636,1.2816261329327403
0.062492298213696396,1614258719.7399049,-4.949554024824422,4.287395773634212,1.3045582677084262
0.11117490673783692,1614258719.7599049,-4.937863875458652,4.238259499012604,1.316702083171663
0.03566849354368751,1614258719.7799048,-4.924820914437305,4.183955605227244,1.3295912414475886
0.03566849354368751,1614258719.7799048,-4.924820914437305,4.183955605227244,1.3295912414475886
0.11810017190279631,1614258719.8199048,-4.8945829921073996,4.060471135137792,1.3583374257412262
0.11890566037158146,1614258719.8399048,-4.877323012470331,3.991529725406051,1.374430379878992
0.05165027592426363,1614258719.8599048,-4.858578738737898,3.9178816894786497,1.3917407098104082
0.13172975765782824,1614258719.879905,-4.83829879219388,3.839549450223266,1.410273413876245
0.05637886570138506,1614258719.899905,-4.8164282774126566,3.756530591051888,1.4300115862136498
0.14669586618321095,1614258719.919905,-4.792911437048061,3.668810573041048,1.4509314441072594
0.05883211908386499,1614258719.939905,-4.767694649159955,3.57637939921995,1.4730106085823482
0.16924445855816428,1614258719.959905,-4.74072608698761,3.4792426562455234,1.4962380634777013
0.06059385786013349,1614258719.979905,-4.711953338748387,3.377426984820801,1.5206227399357215
0.20174181380614686,1614258719.9999049,-4.68132169616224,3.270984551083736,1.5461949666435852
0.06256576487868126,1614258720.0199049,-4.648771162128465,3.1599911646246195,1.5730082470753397
0.23559021650947898,1614258720.0399048,-4.614236776346471,3.0445487673097302,1.6011305470890331
0.07656608114316121,1614258720.0599048,-4.577646155613132,2.9247801454473263,1.6306425299074458
0.2702386300528621,1614258720.0799048,-4.538918337692365,2.8008258877541783,1.6616330032032323
0.4717317392656295,1614258720.0999048,-4.49796431591963,2.672845048311861,1.6941912512009465
0.10501927329635063,1614258720.1199048,-4.45468313419905,2.5410090307504927,1.7284122275297482
0.3222098837523715,1614258720.139905,-4.408965608500886,2.4055089023607836,1.7643851838978961
0.10809338323617967,1614258720.159905,-4.360692128832812,2.2665552323856333,1.8021974910753797
0.3369920742359367,1614258720.159905,-4.360692128832812,2.2665552323856333,1.8021974910753797
0.13653661657356242,1614258720.199905,-4.255944990521168,1.9792544529197977,1.8836782641073988
0.3849102487937881,1614258720.219905,-4.199177998757722,1.8314755791758546,1.9275060308202352
0.14969974738342162,1614258720.2399049,-4.139271362476698,1.6814206067920263,1.9734726739006239
0.41293935573539775,1614258720.2599049,-4.076049719503539,1.5295481118088219,2.021618144296236
0.1602418226763569,1614258720.2799048,-4.009308629558763,1.3763964802162711,2.071991138709223
0.43713908261415435,1614258720.2999048,-3.9388392077651138,1.222586286497746,2.1246087831348457
0.16681909598222622,1614258720.3199048,-3.864442794965879,1.0688034616906452,2.1794434891095396
0.4553085834316487,1614258720.3399048,-3.785947987415264,0.9157756069598361,2.236410314277538
0.14076274887194673,1614258720.3399048,-3.785947987415264,0.9157756069598361,2.236410314277538
0.16738578170003127,1614258720.3599048,-3.703223599150172,0.7642468278830744,2.295364992409717
0.15025088981479462,1614258720.379905,-3.616193571063002,0.6149549383181858,2.3561068187012464
0.46467885705209466,1614258720.419905,-3.4292949596087032,0.32584623362058984,2.4818281739664836
0.7672556867512401,1614258720.439905,-3.3295893400267067,0.18730223742240878,2.5461553878854515
0.15700975759074354,1614258720.459905,-3.2258540906619313,0.05356167223896051,2.611002084767119
0.44674223056143486,1614258720.479905,-3.118229957270101,-0.07483366091659416,2.675981443982805
0.18278673345958393,1614258720.4999049,-3.0068893665331413,-0.1973954344151095,2.740663652923583
0.18638931078164012,1614258720.5199049,-2.892026104536246,-0.3136791455384814,2.80458530826368
0.1791260871610107,1614258720.5399048,-2.773853480444306,-0.4233022466446647,2.8672516564567774
0.3890172555535698,1614258720.5599048,-2.6525926015009245,-0.5259653420511411,2.928155341470462
0.18391754696591078,1614258720.5799048,-2.5284368209542807,-0.6214164973205176,2.9868201620131476
0.3498668816782181,1614258720.5999048,-2.401538837487718,-0.709435811786371,3.042822992015675
0.1916951946722838,1614258720.6199048,-2.2720167109686824,-0.7898474292016027,3.0958000696858727
0.3067089350990968,1614258720.639905,-2.1399603027783485,-0.8625202439005473,3.145449529791561
0.22079180972014778,1614258720.659905,-2.0054356117947916,-0.9273507729252188,3.1915283226201043
0.30910790589258585,1614258720.679905,-1.8684932020152742,-0.9842529987640698,3.2338425929996655
0.24914344348091655,1614258720.699905,-1.7291766579598784,-1.0331499324870164,3.272234645778412
0.3212044813020072,1614258720.719905,-1.5875289280335503,-1.073965948680114,3.306569783012766
0.2749049182520855,1614258720.7399049,-1.4435968642462378,-1.1066289468427122,3.3367286242011964
0.3707437365536608,1614258720.7599049,-1.2974315852633629,-1.1310767408775106,3.3626072908476976
0.48626598463340254,1614258720.7799048,-1.1490807996702919,-1.1472431274940709,3.3841200689565714
0.3076874843737384,1614258720.7999048,-0.9985847694558417,-1.1550535010688154,3.4011993137442875
0.44832104617702706,1614258720.8199048,-0.8459771260130575,-1.1544335803331953,3.413793316119403
0.2181300678024335,1614258720.8399048,-0.6912856645210784,-1.1453175124713748,3.4218648874387
0.21269832692473445,1614258720.8599048,-0.5345307468233466,-1.1276472535542648,3.425390995745694
0.3462742676389247,1614258720.879905,-0.3757239662297697,-1.1013680115780375,3.4243619214159415
0.5476553495033709,1614258720.899905,-0.2148685968192296,-1.0664254249300151,3.418778795610058
0.36351934864520974,1614258720.919905,-0.05196259090297127,-1.0227696485490798,3.4086510157300687
0.5955517051563162,1614258720.939905,0.11299922777029099,-0.9703559001789193,3.393994226262385
0.3760328370052045,1614258720.959905,0.28002365778193145,-0.909144023280312,3.3748284670328954
0.6388262318182829,1614258720.979905,0.449117919936211,-0.8390964424638054,3.351176915190603
0.3867835038879164,1614258720.9999049,0.620287819446194,-0.7601805169139464,3.3230651208421538
