,t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,u_1,u_2,u_3,u_4,mu_0
1602,11.4939,-3.574783225548676,-79.6769057907719,55.95315041518193,0.3001006289910705,0.4624234075453175,0.3041876405924426,0.7769002752036476,12.742872200367374,-6.410015901884641,0.5817399174221364,-0.32676290472167074,0.1162668952577319,-3.6528573634931946e-21,4.165602014959643,4.178998314111177,4.178976063769427,4.165579764617894,0.0011417248715006032
1603,11.5011,-3.483203874449716,-79.72269487405573,55.95722813037128,0.3005192497282643,0.4617448560371864,0.3033957123626833,0.7774515186513289,12.785454218186775,-6.354073148070701,0.5550184235281719,-0.3311841743866029,0.11625955182952825,5.521638023997551e-22,4.1653571751308425,4.178998295490706,4.178977844739811,4.165336724379948,0.0011392750172340533
1604,11.5082,-3.39132013112778,-79.76808398961715,55.96111556459989,0.3009447920808339,0.4610607820149816,0.3025908518684352,0.7780063736500167,12.827723673183547,-6.298522227510013,0.5286978683756649,-0.33568624402244635,0.11625280233225822,1.10832232109549e-23,4.165088566291368,4.178998276159094,4.178979416292365,4.1650697064246405,0.0011368304596975705
1605,11.5154,-3.2991342385487856,-79.81307595110988,55.96481559586845,0.3013773722970262,0.4603710689253567,0.30177280394800016,0.7785648892857824,12.869680442514062,-6.243363806931902,0.5027786436199441,-0.34027695803910346,0.11624657788506493,-3.510818554229125e-22,4.164800747893859,4.178998256097215,4.1789808103245765,4.164783302121221,0.001134391194099731
1606,11.5226,-3.2066484404819726,-79.8576735770957,55.968331105220464,0.3018171174647705,0.4596755918124281,0.30094129285940324,0.7791271204473746,12.911324424718776,-6.1885985884171975,0.4772612064703291,-0.34496265605369897,0.1162408201407454,0.0,4.164497972127736,4.1789982352848405,4.178982052852835,4.1644817896957305,0.0011319572155917721
1607,11.5298,-3.1138649813692547,-79.90187969131483,55.97166497722019,0.3022641630134964,0.4589742187869672,0.30009602628634924,0.7796931261215159,12.952655533403188,-6.134227313933157,0.4521460815943017,-0.3497482742983395,0.116235479345133,-6.305405387002861e-23,4.164184146098843,4.1789982137005985,4.178983165269916,4.16416909766816,0.0011295285192694984
1608,11.5369,-3.0207861062408936,-79.94569712298642,55.97482010043964,0.3027186504110477,0.4582668123959392,0.2992366990554785,0.7802629678227175,12.993673690646407,-6.080250769178474,0.4274338618285109,-0.3546374595099613,0.1162305128115156,5.0826944119430764e-21,4.163862750111734,4.178998191321926,4.178984165299273,4.163848724089081,0.001127105100175128
1609,11.5441,-2.927414060681472,-79.98912870713454,55.97779936794582,0.3031807250865407,0.4575532308692819,0.2983629965090686,0.7808367081781987,13.03437881956928,-6.026669786918711,0.4031252075186889,-0.35963270979000617,0.1162258837100174,1.0694102611448828e-20,4.163536716553411,4.178998168125012,4.178985067726938,4.163523616155338,0.0011246869532990764
1610,11.5513,-2.833751090854023,-80.03217728493715,55.98060567777769,0.30365053463226194,0.4568333292057479,0.2974745974383854,0.7814144097024058,13.074770835554135,-5.973485249989041,0.3792208443440634,-0.36473555543688013,0.11622156009855245,2.6024694046652766e-22,4.16320827338879,4.178998144084744,4.178985884968385,4.163196014272431,0.0011222740735816843
1611,11.5585,-2.7397994435936326,-80.07484570409578,55.98324193340166,0.3041282273573153,0.4561069600457873,0.2965711764476609,0.7819961338076372,13.114849635657967,-5.920698094146537,0.3557215595210053,-0.3699467914306305,0.11621751414088405,0.0,4.162878755684988,4.178998119174658,4.178986627511593,4.162867264021925,0.001119866455914892
1612,11.5656,-2.6455613665849604,-80.11713681922575,55.985711044133694,0.3046139512830245,0.4553739742666614,0.2956524055866671,0.7825819401075514,13.154615085800225,-5.868309310967724,0.3326281963237783,-0.3752667721214921,0.11621372147092845,-3.339221926776087e-24,4.162548387404105,4.17899809336686,4.1789873042662915,4.162537598303538,0.0011174640951438608
1613,11.5728,-2.551039108641084,-80.15905349226828,55.988015925515796,0.3051078536855743,0.4546342212229284,0.29471795506025456,0.7831718860792041,13.194067005326977,-5.816319951009755,0.3099416469029506,-0.3806957779347957,0.116210160672344,5.0151150528010395e-25,4.162216033489477,4.178998066631971,4.178987922841449,4.162205889698955,0.0011150669860685504
1614,11.58,-2.4562349201039293,-80.20059859292677,55.990159499634956,0.3056100813059467,0.4538875485435511,0.29376749279447084,0.7837660271572765,13.233205148542702,-5.764731127487526,0.287662843417252,-0.3862344638964708,0.11620681284972395,-4.1804905459695914e-26,4.161878918380002,4.178998038939047,4.178988489767368,4.161869369208324,0.0011126751234452462
1615,11.5872,-2.3611510533897424,-80.24177499913216,55.99214469537207,0.3061207813625269,0.4531338013840023,0.2928006826081182,0.7843644173423798,13.272029182737644,-5.71354402076826,0.2657927475117048,-0.3918844010591171,0.116203661273114,-3.5175999112211995e-21,4.161532300717015,4.178998010255505,4.178989010674719,4.161523301136229,0.0011102885019880463
1616,11.5943,-2.26578976370694,-80.28258559754494,55.993974448569524,0.3066401035205153,0.4523728210160281,0.2918171807010761,0.7849671104154333,13.310538662091579,-5.662759884056468,0.2443323381583968,-0.3976487252867011,0.11620069108163968,3.725149884171393e-21,4.161169084005665,4.178997980547042,4.178989490439764,4.161160593898388,0.001107907116370308
1617,11.6015,-2.170153309979133,-80.32303328410339,55.995651702105185,0.3071682029988133,0.4516044426161045,0.2908166301187196,0.7855741618648239,13.34873299655776,-5.612380050745396,0.223282597804466,-0.4035329145352398,0.11619788903509445,-4.864483271454927e-23,4.160779327579881,4.178997949777541,4.178989933302919,4.160771311105259,0.0011055309612260573
