error,t
0.015540932485582415,1614249169.1614888
0.004202801741826301,1614249169.2014887
0.01610367366814014,1614249169.2214887
0.012313989910914369,1614249169.2414887
0.048165552529247035,1614249169.2414887
0.020977297007217732,1614249169.2614887
0.062213477380348436,1614249169.2814887
0.0227344750516576,1614249169.3014886
0.07217055456025512,1614249169.3214886
0.03518233480622679,1614249169.3414886
0.0497066026955888,1614249169.3814888
0.10049038091447748,1614249169.4014888
0.15686282723321798,1614249169.4214888
0.0723039380529209,1614249169.4414887
0.13892163849656303,1614249169.4614887
0.09084171227002158,1614249169.4814887
0.09061901215626844,1614249169.5014887
0.09341887769894619,1614249169.5214887
0.09341887769894619,1614249169.5214887
0.09899349935072532,1614249169.5614886
0.1950216211728193,1614249169.5814886
0.10245841882414397,1614249169.6014888
0.2121590400038591,1614249169.6214888
0.10516724802101107,1614249169.6414888
0.24482364578299598,1614249169.6614888
0.1073514531084454,1614249169.6814888
0.2783371681005691,1614249169.7014887
0.11187879939703693,1614249169.7214887
0.31218909361300384,1614249169.7414887
0.5202981419775123,1614249169.7614887
0.13672543342665877,1614249169.7814887
0.3604579932200176,1614249169.8014886
0.09484775016388647,1614249169.8214886
0.09767261980655784,1614249169.8414886
0.1641739183460731,1614249169.8614888
0.4187093913624267,1614249169.8814888
0.174686097652208,1614249169.9014888
0.4435529975404857,1614249169.9214888
0.18194233872727117,1614249169.9414887
0.46358955597268325,1614249169.9614887
0.18336144352134276,1614249169.9814887
0.4752756523497589,1614249170.0014887
0.17989980320061483,1614249170.0214887
0.4786683695127494,1614249170.0414886
0.7793495749172707,1614249170.0614886
0.16433874372377774,1614249170.0814886
0.4657166190167714,1614249170.1014888
0.1667713293248928,1614249170.1214888
0.17183913006402435,1614249170.1414888
0.16337189590364593,1614249170.1614888
0.413882975661302,1614249170.1814888
0.17185505304950832,1614249170.2014887
0.37607864258618784,1614249170.2214887
0.1775809553531511,1614249170.2414887
0.3331014418550574,1614249170.2614887
0.19897423262570457,1614249170.2814887
0.2968760178276023,1614249170.3014886
0.2291318258831203,1614249170.3214886
0.3111626784431649,1614249170.3414886
0.2574163626914223,1614249170.3614888
0.33792414663864756,1614249170.3814888
0.47172026050721216,1614249170.4014888
0.29327269822487834,1614249170.4214888
0.41821257664742095,1614249170.4414887
0.22544649798131478,1614249170.4614887
0.22125056375930974,1614249170.4814887
0.33580437503968086,1614249170.5014887
0.5211863638824182,1614249170.5214887
0.35492279765385537,1614249170.5414886
0.5708461236470439,1614249170.5614886
0.36983200634670627,1614249170.5814886
0.6164200318959214,1614249170.6014888
