error,t
0.22673412190153197,1614300515.063745
0.20494795132120003,1614300515.0844884
0.21747023851337222,1614300515.1051223
0.1879937921639967,1614300515.1257596
0.21363447607697816,1614300515.146567
0.17630677345104573,1614300515.1671686
0.21627222963290893,1614300515.1879213
0.23868213146518258,1614300515.1980293
0.12039342456344393,1614300515.1980293
0.22522834432652994,1614300515.2387702
0.12201935939214037,1614300515.2589855
0.14570186472177538,1614300515.2589855
0.16662983413897248,1614300515.2997363
0.167342465907373,1614300515.320218
0.167342465907373,1614300515.320218
0.3497443252982464,1614300515.3614218
0.16620473693728544,1614300515.3821638
0.273441325219419,1614300515.4026046
0.2277626370736192,1614300515.4026046
0.20500870554671557,1614300515.4441519
0.16971464113931045,1614300515.4645634
0.17871555616091173,1614300515.4847755
0.301955622118526,1614300515.5052207
0.44780324312945896,1614300515.5256076
0.20639523742913268,1614300515.5460258
0.20639523742913268,1614300515.5460258
0.275605230992664,1614300515.576846
0.4482381531386308,1614300515.576846
0.27105729032441217,1614300515.617815
0.2448718685440754,1614300515.6385384
0.2666232239115227,1614300515.6593785
0.3397045000495438,1614300515.6798282
0.2919028593554618,1614300515.7006793
0.339346757801521,1614300515.7211812
0.31883405134009024,1614300515.7419295
0.33233568890581777,1614300515.7624245
0.33233568890581777,1614300515.7624245
0.3635314657467881,1614300515.8031614
0.3383878715757893,1614300515.8239245
0.6085030676705578,1614300515.8239245
0.6241714478248583,1614300515.8444085
0.4349916018210027,1614300515.8851266
0.4291497791228982,1614300515.9058433
0.47056059825293617,1614300515.9264178
0.47759708774114296,1614300515.94714
0.49492582744783276,1614300515.9573662
0.49492582744783276,1614300515.9573662
0.5680831780302054,1614300515.9777215
0.5555528149965241,1614300516.0186877
0.5921179327474446,1614300516.0388832
0.5573805259466023,1614300516.059255
0.6070141188915162,1614300516.0799942
0.8024915131574436,1614300516.0799942
0.830144255412903,1614300516.1002517
0.5736150028107099,1614300516.141251
0.6457711338002178,1614300516.161566
0.5679492204974673,1614300516.1822448
0.5679492204974673,1614300516.1822448
0.5573542286349207,1614300516.223251
0.6468258218623023,1614300516.2441103
0.5749646884868983,1614300516.2648852
0.6362819493944107,1614300516.2850807
0.5938094341693001,1614300516.305512
0.6249392689514324,1614300516.3260574
0.6354756657860041,1614300516.3464968
0.6113129877778518,1614300516.367122
