error,t
0.18000830500418052,1614322921.0185516
0.17072050669982874,1614322921.0387185
0.1856671848391347,1614322921.05905
0.19531628385818012,1614322921.0693827
0.1795230788930473,1614322921.08968
0.20962190839772332,1614322921.1100667
0.14809002545883865,1614322921.1100667
0.17606005304238348,1614322921.1302738
0.21864962052904757,1614322921.1506612
0.14977962468748118,1614322921.1711352
0.23778046067118908,1614322921.211934
0.16002181378958524,1614322921.2322676
0.16518000560215462,1614322921.2527938
0.1850004530322038,1614322921.2736065
0.1850004530322038,1614322921.2736065
0.19059137945009952,1614322921.314555
0.29280767392484575,1614322921.3352685
0.19937110225720311,1614322921.3554482
0.31512399649111233,1614322921.3758936
0.21066060059024228,1614322921.3966272
0.33996641668208416,1614322921.4172115
0.21902406779582617,1614322921.4172115
0.3630239611352153,1614322921.4578424
0.23101460757923054,1614322921.4578424
0.39047268127523016,1614322921.4982991
0.2497566973388996,1614322921.5188668
0.2497566973388996,1614322921.5188668
0.5073224693451805,1614322921.5497584
0.2549088234177812,1614322921.5497584
0.44984964942370365,1614322921.5906804
0.2665913900667938,1614322921.6111298
0.4067732756226623,1614322921.6111298
0.2850848130970287,1614322921.6524222
0.4988996449038896,1614322921.6728153
0.27888472649291063,1614322921.6728153
0.5198257750584416,1614322921.7135837
0.28680788479657804,1614322921.7135837
0.30367400509019604,1614322921.733962
0.30672550960246814,1614322921.7750547
0.30672550960246814,1614322921.7750547
0.31143689378057804,1614322921.8160546
0.5725001993627634,1614322921.8366525
0.3063459802072308,1614322921.8572018
0.5755038408814835,1614322921.8779902
0.3119785153036534,1614322921.8982112
0.3119785153036534,1614322921.8982112
0.33087367005020296,1614322921.9392226
0.33087367005020296,1614322921.9392226
0.704277486530156,1614322921.9696414
0.3217937019121397,1614322921.9696414
0.5465035125839499,1614322922.0107381
0.31782956067306006,1614322922.0309017
0.45134148895546883,1614322922.0309017
0.37508312896230483,1614322922.0720618
0.49236221165379684,1614322922.0924418
0.3830913232897142,1614322922.1126401
0.46374822892056466,1614322922.1334097
0.38663692701108043,1614322922.1536076
0.38663692701108043,1614322922.1536076
0.3920849562932156,1614322922.194516
0.4976648773467024,1614322922.2147217
0.28520749250867994,1614322922.2147217
0.513200754493977,1614322922.2560234
0.396345010211012,1614322922.2764723
0.396345010211012,1614322922.2764723
0.39765492774204203,1614322922.3176286
